model_id,configuration,topology_level,vector_id,pages,flow_count,total_payload_bytes,edge_costs_us,max_edge_baseline_us,sum_edge_baseline_us,busiest_endpoint_sum_us,r61_graph_prediction_us,phase65_prediction_us,phase67_prediction_us,phase69_prediction_us,matched_solo_max_us,actual_concurrent_wave_us,max_edge_absolute_error_us,r61_graph_absolute_error_us,phase65_absolute_error_us,phase67_absolute_error_us,phase69_absolute_error_us,phase69_signed_error_us,cross_replica_relative_spread
deepseek-v2-lite,P2D2_MATCHING,L3,deepseek-v2-lite__p2d2_matching__third_blind_v00,34|34,2,135364608,1662.01884933|1662.01884933,1662.0188493332,3324.0376986664,1662.0188493332,1513.0936792466293,1569.0377389661635,1647.3009855707712,1647.3009855707712,1625.737,1639.636,22.382849333200056,126.54232075337063,70.59826103383648,7.66498557077125,7.66498557077125,7.66498557077125,0.007292472231641584
deepseek-v2-lite,P2D2_MATCHING,L3,deepseek-v2-lite__p2d2_matching__third_blind_v01,38|38,2,151289856,1875.62816433|1875.62816433,1875.6281643254517,3751.2563286509035,1875.6281643254517,1721.6785626761034,1771.5299497115188,1844.5261354803174,1844.5261354803174,1856.383,1835.643,39.985164325451706,113.96443732389662,64.11305028848119,8.883135480317378,8.883135480317378,8.883135480317378,0.00237954765714245
deepseek-v2-lite,P2D2_MATCHING,L3,deepseek-v2-lite__p2d2_matching__third_blind_v02,44|44,2,175177728,2157.18077283|2157.18077283,2157.1807728277695,4314.361545655539,2157.1807728277695,1996.6086050567487,2038.4294065017057,2129.9882315677883,2129.9882315677883,2106.305,2114.131,43.04977282776963,117.52239494325113,75.70159349829419,15.857231567788403,15.857231567788403,15.857231567788403,0.0013376654521408441
deepseek-v2-lite,P2D2_MATCHING,L3,deepseek-v2-lite__p2d2_matching__third_blind_v03,52|52,2,207028224,2542.69219993|2542.69219993,2542.6921999328806,5085.384399865761,2542.6921999328806,2373.0521889255824,2403.877238891143,2513.5154786174207,2513.5154786174207,2492.885,2503.685,39.00719993288067,130.63281107441753,99.807761108857,9.830478617420795,9.830478617420795,9.830478617420795,0.007122701138521852
deepseek-v2-lite,P2D2_MATCHING,L3,deepseek-v2-lite__p2d2_matching__third_blind_v04,60|60,2,238878720,2933.15924965|2933.15924965,2933.1592496458893,5866.318499291779,2933.1592496458893,2754.3348312597564,2774.022782976951,2898.5459131664725,2898.5459131664725,2896.683,2893.082,40.077249645889424,138.74716874024352,119.05921702304886,5.463913166472594,5.463913166472594,5.463913166472594,0.004126395311297814
deepseek-v2-lite,P2D2_MATCHING,L3,deepseek-v2-lite__p2d2_matching__third_blind_v05,34|38,2,143327232,1662.01884933|1875.62816433,1875.6281643254517,3537.6470136586518,1875.6281643254517,1721.6785626761034,1768.7315858182073,1835.0778457513397,1835.0778457513397,1830.525,1830.836,44.79216432545172,109.1574373238966,62.10441418179266,4.241845751339724,4.241845751339724,4.241845751339724,0.005282832542073689
deepseek-v2-lite,P2D2_MATCHING,L3,deepseek-v2-lite__p2d2_matching__third_blind_v06,34|44,2,155271168,1662.01884933|2157.18077283,2157.1807728277695,3819.1996221609697,2157.1807728277695,1996.6086050567487,2031.9425955304698,2110.912534415311,2110.912534415311,2122.399,2122.303,34.877772827769604,125.69439494325115,90.36040446953007,11.390465584689082,11.390465584689082,-11.390465584689082,0.010964504125942423
deepseek-v2-lite,P2D2_MATCHING,L3,deepseek-v2-lite__p2d2_matching__third_blind_v07,38|52,2,179159040,1875.62816433|2542.69219993,2542.6921999328806,4418.320364258332,2542.6921999328806,2373.0521889255824,2395.138444368824,2489.263025890722,2489.263025890722,2490.678,2496.152,46.54019993288057,123.09981107441763,101.01355563117613,6.888974109278024,6.888974109278024,-6.888974109278024,0.002745425759328785
deepseek-v2-lite,P2D2_MATCHING,L3,deepseek-v2-lite__p2d2_matching__third_blind_v08,44|60,2,207028224,2157.18077283|2933.15924965,2933.1592496458893,5090.340022473659,2933.1592496458893,2754.3348312597564,2763.8571675327294,2868.202141430428,2868.202141430428,2892.695,2884.379,48.7802496458894,130.04416874024355,120.52183246727054,16.176858569571777,16.176858569571777,-16.176858569571777,0.002835965731271735
deepseek-v2-lite,P2D2_MATCHING,L3,deepseek-v2-lite__p2d2_matching__third_blind_v09,52|60,2,222953472,2542.69219993|2933.15924965,2933.1592496458893,5475.8514495787695,2933.1592496458893,2754.3348312597564,2768.9075149771243,2882.8271867336266,2882.8271867336266,2872.813,2882.196,50.96324964588939,127.86116874024356,113.28848502287565,0.6311867336266914,0.6311867336266914,0.6311867336266914,0.0038928650237526527
deepseek-v2-lite,P2D2_ALL_TO_ALL,L1,deepseek-v2-lite__p2d2_all_to_all__third_blind_v00,34|34|34|34,4,270729216,1654.31663419|1654.31663419|1654.31663419|1654.31663419,1654.3166341926171,6617.2665367704685,3308.6332683852343,2911.9097750941787,2849.6383509898947,3027.062718720767,3025.927396474224,1638.411,3009.804,1355.487365807383,97.89422490582137,160.16564901010543,17.258718720766865,16.123396474224137,16.123396474224137,0.00023855373971205497
deepseek-v2-lite,P2D2_ALL_TO_ALL,L1,deepseek-v2-lite__p2d2_all_to_all__third_blind_v01,38|38|38|38,4,302579712,1861.15198571|1861.15198571|1861.15198571|1861.15198571,1861.1519857081416,7444.607942832567,3722.3039714162833,3289.711083345028,3210.2874972106033,3378.8756267723893,3375.4696600327616,1853.823,3361.957,1500.8050142918582,72.245916654972,151.66950278939657,16.918626772389416,13.512660032761687,13.512660032761687,0.001160633523867213
deepseek-v2-lite,P2D2_ALL_TO_ALL,L1,deepseek-v2-lite__p2d2_all_to_all__third_blind_v02,44|44|44|44,4,350355456,2133.77601782|2133.77601782|2133.77601782|2133.77601782,2133.7760178192984,8535.104071277194,4267.552035638597,3787.680677215377,3685.6492944068436,3903.541959378672,3896.7300258994164,2129.924,3891.181,1757.4049821807016,103.50032278462322,205.5317055931564,12.36095937867185,5.549025899416392,5.549025899416392,5.1141285897538334e-05
deepseek-v2-lite,P2D2_ALL_TO_ALL,L1,deepseek-v2-lite__p2d2_all_to_all__third_blind_v03,52|52|52|52,4,414056448,2510.40622553|2510.40622553|2510.40622553|2510.40622553,2510.406225533826,10041.624902135303,5020.812451067652,4475.625867236036,4342.361804419801,4603.846548006466,4592.493325541041,2508.564,4588.732,2078.325774466174,113.10613276396361,246.37019558019892,15.114548006466066,3.7613255410406055,3.7613255410406055,0.005808358387458724
deepseek-v2-lite,P2D2_ALL_TO_ALL,L1,deepseek-v2-lite__p2d2_all_to_all__third_blind_v04,60|60|60|60,4,477757440,2894.46939945|2894.46939945|2894.46939945|2894.46939945,2894.469399449747,11577.877597798988,5788.938798899494,5177.14796436902,5012.034830586202,5304.487233285371,5288.592721833776,2882.755,5285.926,2391.4566005502534,108.77803563098041,273.8911694137987,18.56123328537069,2.6667218337752274,2.6667218337752274,0.004488144555939709
deepseek-v2-lite,P2D2_ALL_TO_ALL,L1,deepseek-v2-lite__p2d2_all_to_all__third_blind_v05,34|38|44|52,4,334430208,1654.31663419|1861.15198571|2133.77601782|2510.40622553,2510.406225533826,8159.650863253883,4644.182243353124,4155.451942129563,3989.5110125724987,4381.380563754979,4232.065561737896,2457.379,4216.887,1706.480774466174,61.43505787043705,227.37598742750106,164.49356375497973,15.178561737896416,15.178561737896416,0.002977077640449006
deepseek-v2-lite,P2D2_ALL_TO_ALL,L1,deepseek-v2-lite__p2d2_all_to_all__third_blind_v06,34|34|44|44,4,310542336,1654.31663419|1654.31663419|2133.77601782|2133.77601782,2133.7760178192984,7576.185304023831,4267.552035638597,3787.680677215377,3642.124496396511,3960.7145104929,3884.921687237816,2110.857,3858.995,1725.2189821807015,71.31432278462307,216.87050360348894,101.7195104929001,25.926687237816168,25.926687237816168,0.0010305792052075376
deepseek-v2-lite,P2D2_ALL_TO_ALL,L1,deepseek-v2-lite__p2d2_all_to_all__third_blind_v07,38|44|52|60,4,386187264,1861.15198571|2133.77601782|2510.40622553|2894.46939945,2894.469399449747,9399.803628511014,5404.875624983573,4850.655263139077,4640.466393207499,5113.138982880933,4938.588424944932,2818.595,4934.894,2040.4246005502532,84.23873686092338,294.42760679250114,178.2449828809331,3.6944249449315976,3.6944249449315976,0.007224066008307482
deepseek-v2-lite,P2D2_ALL_TO_ALL,L1,deepseek-v2-lite__p2d2_all_to_all__third_blind_v08,34|44|44|60,4,362299392,1654.31663419|2133.77601782|2133.77601782|2894.46939945,2894.469399449747,8816.33806928096,5028.245417269045,4530.481338032602,4346.554190552075,4836.299782937238,4620.360691135739,2835.034,4570.599,1676.1296005502531,40.11766196739791,224.04480944792522,265.7007829372378,49.761691135739056,49.761691135739056,0.0002527021075355211
deepseek-v2-lite,P2D2_ALL_TO_ALL,L1,deepseek-v2-lite__p2d2_all_to_all__third_blind_v09,38|38|38|60,4,346374144,1861.15198571|1861.15198571|1861.15198571|2894.46939945,2894.469399449747,8477.925356574171,4755.621385157889,4298.723224499811,4137.615144466883,4594.243526881733,4350.712079169903,2806.356,4304.209,1409.7396005502528,5.485775500188538,166.59385553311677,290.03452688173275,46.503079169902776,46.503079169902776,0.0008182688154780436
deepseek-v2-lite,P2D2_ALL_TO_ALL,L2,deepseek-v2-lite__p2d2_all_to_all__third_blind_v00,34|34|34|34,4,270729216,1665.11402721|1665.11402721|1665.11402721|1665.11402721,1665.1140272143596,6660.456108857438,3330.228054428719,2931.632076815926,2868.465261119948,3027.8899229334024,3026.7546006868597,1626.286,3019.675,1354.5609727856406,88.04292318407397,151.2097388800521,8.21492293340225,7.079600686859521,7.079600686859521,0.00035831670626816945
deepseek-v2-lite,P2D2_ALL_TO_ALL,L2,deepseek-v2-lite__p2d2_all_to_all__third_blind_v01,38|38|38|38,4,302579712,1875.78637614|1875.78637614|1875.78637614|1875.78637614,1875.7863761434548,7503.145504573819,3751.5727522869097,3316.441967651815,3235.804800598463,3379.9967890189673,3376.5908222793396,1840.265,3374.644,1498.857623856545,58.20203234818473,138.83919940153692,5.352789018967542,1.9468222793398127,1.9468222793398127,0.003117662188959704
deepseek-v2-lite,P2D2_ALL_TO_ALL,L2,deepseek-v2-lite__p2d2_all_to_all__third_blind_v02,44|44|44|44,4,350355456,2153.46784983|2153.46784983|2153.46784983|2153.46784983,2153.467849830353,8613.871399321411,4306.935699660706,3823.649382957025,3719.9850225610094,3905.0505796874118,3898.2386462081568,2113.201,3895.285,1741.817150169647,71.6356170429749,175.29997743899048,9.7655796874119,2.953646208156897,2.953646208156897,0.0006022665863986855
deepseek-v2-lite,P2D2_ALL_TO_ALL,L2,deepseek-v2-lite__p2d2_all_to_all__third_blind_v03,52|52|52|52,4,414056448,2536.01101877|2536.01101877|2536.01101877|2536.01101877,2536.0110187701553,10144.044075080621,5072.0220375403105,4522.395069460405,4387.007687012782,4605.808169000172,4594.454946534746,2486.776,4596.482,2060.4709812298447,74.08693053959541,209.47431298721767,9.32616900017183,2.02705346525363,-2.02705346525363,0.004918544225779667
deepseek-v2-lite,P2D2_ALL_TO_ALL,L2,deepseek-v2-lite__p2d2_all_to_all__third_blind_v04,60|60|60|60,4,477757440,2925.27902059|2925.27902059|2925.27902059|2925.27902059,2925.279020587492,11701.116082349969,5850.558041174984,5233.424200937213,5065.75612860076,5306.847603825141,5290.953092373546,2848.386,5308.385,2383.105979412508,74.96079906278737,242.62887139923987,1.5373961748591682,17.43190762645463,-17.43190762645463,0.005562897190011774
deepseek-v2-lite,P2D2_ALL_TO_ALL,L2,deepseek-v2-lite__p2d2_all_to_all__third_blind_v05,34|38|44|52,4,334430208,1665.11402721|1875.78637614|2153.46784983|2536.01101877,2536.0110187701553,8230.379271958322,4689.478868600509,4197.194526823737,4028.5199275664904,4402.118811988861,4252.803809971778,2431.148,4299.312,1763.3009812298446,102.11747317626305,270.7920724335095,102.80681198886123,46.50819002822209,-46.50819002822209,0.0010883136650701524
deepseek-v2-lite,P2D2_ALL_TO_ALL,L2,deepseek-v2-lite__p2d2_all_to_all__third_blind_v06,34|34|44|44,4,310542336,1665.11402721|1665.11402721|2153.46784983|2153.46784983,2153.467849830353,7637.163754089424,4306.935699660706,3823.649382957025,3675.6527971154333,3975.569326251386,3899.776502996302,2111.24,3882.54,1729.072150169647,58.89061704297501,206.8872028845667,93.02932625138601,17.23650299630208,17.23650299630208,0.00040385932920195444
deepseek-v2-lite,P2D2_ALL_TO_ALL,L2,deepseek-v2-lite__p2d2_all_to_all__third_blind_v07,38|44|52|60,4,386187264,1875.78637614|2153.46784983|2536.01101877|2925.27902059,2925.279020587492,9490.544265331455,5461.290039357647,4902.506867416588,4689.0169057659095,5135.480240193063,4960.929682257061,2827.718,5042.897,2117.617979412508,140.3901325834122,353.8800942340904,92.58324019306292,81.96731774293858,-81.96731774293858,0.0015203562555412833
deepseek-v2-lite,P2D2_ALL_TO_ALL,L2,deepseek-v2-lite__p2d2_all_to_all__third_blind_v08,34|44|44|60,4,362299392,1665.11402721|2153.46784983|2153.46784983|2925.27902059,2925.279020587492,8897.328747462558,5078.746870417845,4577.30632477992,4390.463616669136,4860.956467393532,4645.017375592033,2826.334,4776.415,1851.1359794125078,199.10867522007993,385.9513833308638,84.541467393532,131.39762440796676,-131.39762440796676,0.0015436263390010275
deepseek-v2-lite,P2D2_ALL_TO_ALL,L2,deepseek-v2-lite__p2d2_all_to_all__third_blind_v09,38|38|38|60,4,346374144,1875.78637614|1875.78637614|1875.78637614|2925.27902059,2925.279020587492,8552.638149017857,4801.065396730947,4341.2488723010365,4177.648547585221,4619.334057468093,4375.802609756263,2803.02,4325.081,1399.801979412508,16.16787230103637,147.4324524147787,294.2530574680932,50.721609756263206,50.721609756263206,0.0013507261482502994
deepseek-v2-lite,P2D2_ALL_TO_ALL,L3,deepseek-v2-lite__p2d2_all_to_all__third_blind_v00,34|34|34|34,4,270729216,1662.01884933|1662.01884933|1662.01884933|1662.01884933,1662.0188493332,6648.0753973328,3324.0376986664,2925.978486923275,2863.068343948574,3027.652796788509,3026.5174745419663,1628.664,3023.318,1361.2991506668002,97.33951307672532,160.24965605142643,4.334796788508811,3.199474541966083,3.199474541966083,0.0031128052027606947
deepseek-v2-lite,P2D2_ALL_TO_ALL,L3,deepseek-v2-lite__p2d2_all_to_all__third_blind_v01,38|38|38|38,4,302579712,1875.62816433|1875.62816433|1875.62816433|1875.62816433,1875.6281643254517,7502.512657301807,3751.2563286509035,3316.152981115498,3235.528934037613,3379.984668178124,3376.5787014384964,1837.275,3364.007,1488.3788356745483,47.85401888450224,128.47806596238706,15.977668178124077,12.571701438496348,12.571701438496348,0.003529421906672622
deepseek-v2-lite,P2D2_ALL_TO_ALL,L3,deepseek-v2-lite__p2d2_all_to_all__third_blind_v02,44|44|44|44,4,350355456,2157.18077283|2157.18077283|2157.18077283|2157.18077283,2157.1807728277695,8628.723091311078,4314.361545655539,3830.4313336998766,3726.4590730518466,3905.335032197242,3898.5230987179866,2120.883,3885.649,1728.4682271722304,55.217666300123255,159.18992694815324,19.686032197242184,12.874098717986726,12.874098717986726,0.0031441337084229942
deepseek-v2-lite,P2D2_ALL_TO_ALL,L3,deepseek-v2-lite__p2d2_all_to_all__third_blind_v03,52|52|52|52,4,414056448,2542.69219993|2542.69219993|2542.69219993|2542.69219993,2542.6921999328806,10170.768799731522,5085.384399865761,4534.598781086312,4398.657350691778,4606.3200241481745,4594.966801682749,2480.987,4584.047,2041.354800067119,49.448218913687924,185.38964930822112,22.273024148174954,10.919801682749494,10.919801682749494,0.001915774423778649
deepseek-v2-lite,P2D2_ALL_TO_ALL,L3,deepseek-v2-lite__p2d2_all_to_all__third_blind_v04,60|60|60|60,4,477757440,2933.15924965|2933.15924965|2933.15924965|2933.15924965,2933.1592496458893,11732.636998583557,5866.318499291779,5247.818069421322,5079.496516117259,5307.451319801813,5291.556808350218,2889.154,5277.704,2344.5447503541104,29.88593057867729,198.20748388274114,29.74731980181332,13.852808350217856,13.852808350217856,0.0015764430896465034
deepseek-v2-lite,P2D2_ALL_TO_ALL,L3,deepseek-v2-lite__p2d2_all_to_all__third_blind_v05,34|38|44|52,4,334430208,1662.01884933|1875.62816433|2157.18077283|2542.69219993,2542.6921999328806,8237.519986419302,4699.87297276065,4206.87491756871,4037.173050427147,4414.813947168351,4265.498945151268,2447.427,4218.828,1676.1358000671198,11.953082431290568,181.65494957285364,195.98594716835032,46.670945151267915,46.670945151267915,0.0015210385443541123
deepseek-v2-lite,P2D2_ALL_TO_ALL,L3,deepseek-v2-lite__p2d2_all_to_all__third_blind_v06,34|34|44|44,4,310542336,1662.01884933|1662.01884933|2157.18077283|2157.18077283,2157.1807728277695,7638.3992443219395,4314.361545655539,3830.4313336998766,3681.5088156609313,3986.069402824324,3910.27657956924,2099.762,3869.61,1712.4292271722306,39.178666300123496,188.10118433906882,116.45940282432366,40.66657956923973,40.66657956923973,0.006114052837366066
deepseek-v2-lite,P2D2_ALL_TO_ALL,L3,deepseek-v2-lite__p2d2_all_to_all__third_blind_v07,38|44|52|60,4,386187264,1875.62816433|2157.18077283|2542.69219993|2933.15924965,2933.1592496458893,9508.660386731992,5475.8514495787695,4915.881423420486,4701.297464296139,5145.127151832694,4970.576593896692,2811.048,4921.557,1988.3977503541105,5.6755765795142,220.25953570386082,223.57015183269414,49.01959389669264,49.01959389669264,0.004894995628415853
deepseek-v2-lite,P2D2_ALL_TO_ALL,L3,deepseek-v2-lite__p2d2_all_to_all__third_blind_v08,34|44|44|60,4,362299392,1662.01884933|2157.18077283|2157.18077283|2933.15924965,2933.1592496458893,8909.539644634628,5090.340022473659,4588.157559902884,4400.368506989145,4872.524080886524,4656.584989085025,2839.476,4623.251,1690.091750354111,35.0934400971164,222.8824930108549,249.27308088652353,33.33398908502477,33.33398908502477,0.011850535478173359
deepseek-v2-lite,P2D2_ALL_TO_ALL,L3,deepseek-v2-lite__p2d2_all_to_all__third_blind_v09,38|38|38|60,4,346374144,1875.62816433|1875.62816433|1875.62816433|2933.15924965,2933.1592496458893,8560.043742622245,4808.787413971341,4348.80924969915,4184.58660035486,4631.2337512893455,4387.7023035775155,2820.821,4298.675,1365.5157503541109,50.13424969915013,114.08839964514027,332.5587512893453,89.02730357751534,89.02730357751534,0.002970450196863041
