model,tp,profile_id,strategy,repeat,phase,requests,normalization_requests,total_calls_per_1000,total_logical_bytes_per_1000,calls_by_12bin_json,logical_bytes_by_12bin_json,canonical_exact_histogram_per_1000_json,raw_op_exact_histogram_per_1000_json
qwen3-30b-a3b,2,profile_14_burstgpt_3_c3,balanced,0,prefill,32,1000,12125.0,235034880000.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,3031.25,6062.5,3031.25,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,25552128000.0,122446592000.0,87036160000.0,0.0,0.0]","{""8429568"":3031.25,""16007168"":3031.25,""24387584"":3031.25,""28712960"":3031.25}","{""all_reduce:8429568"":3031.25,""all_reduce:16007168"":3031.25,""all_reduce:24387584"":3031.25,""all_reduce:28712960"":3031.25}"
qwen3-30b-a3b,2,profile_14_burstgpt_3_c3,latency,0,decode,32,1000,2324968.75,17742464000.0,"[1673250.0,651718.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[8840192000.0,8902272000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","{""4096"":1188250.0,""8192"":485000.0,""12288"":433468.75,""16384"":218250.0}","{""all_reduce:4096"":24500.0,""all_reduce:8192"":10000.0,""all_reduce:12288"":8937.5,""all_reduce:16384"":4500.0,""fused_allreduce_residual_rmsnorm:4096"":1163750.0,""fused_allreduce_residual_rmsnorm:8192"":475000.0,""fused_allreduce_residual_rmsnorm:12288"":424531.25,""fused_allreduce_residual_rmsnorm:16384"":213750.0}"
qwen3-30b-a3b,2,profile_14_burstgpt_3_c3,latency,0,prefill,32,1000,24250.0,235034880000.0,"[0.0,0.0,0.0,0.0,0.0,0.0,9093.75,9093.75,6062.5,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,19282048000.0,68275584000.0,147477248000.0,0.0,0.0,0.0]","{""1888256"":3031.25,""1912832"":3031.25,""2560000"":3031.25,""6516736"":3031.25,""7749632"":3031.25,""8257536"":3031.25,""21827584"":3031.25,""26824704"":3031.25}","{""all_reduce:1888256"":62.5,""all_reduce:1912832"":62.5,""all_reduce:2560000"":62.5,""all_reduce:6516736"":62.5,""all_reduce:7749632"":62.5,""all_reduce:8257536"":62.5,""all_reduce:21827584"":3031.25,""all_reduce:26824704"":3031.25,""fused_allreduce_residual_rmsnorm:1888256"":2968.75,""fused_allreduce_residual_rmsnorm:1912832"":2968.75,""fused_allreduce_residual_rmsnorm:2560000"":2968.75,""fused_allreduce_residual_rmsnorm:6516736"":2968.75,""fused_allreduce_residual_rmsnorm:7749632"":2968.75,""fused_allreduce_residual_rmsnorm:8257536"":2968.75}"
qwen3-30b-a3b,2,profile_14_burstgpt_3_c3,throughput,0,decode,32,1000,769937.5,17742464000.0,"[184906.25,397093.75,187937.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[1440256000.0,7772416000.0,8529792000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","{""4096"":18187.5,""8192"":166718.75,""12288"":148531.25,""16384"":57593.75,""20480"":33343.75,""24576"":48500.0,""28672"":109125.0,""32768"":18187.5,""36864"":60625.0,""40960"":48500.0,""45056"":12125.0,""61440"":3031.25,""65536"":45468.75}","{""all_reduce:4096"":375.0,""all_reduce:8192"":3437.5,""all_reduce:12288"":3062.5,""all_reduce:16384"":1187.5,""all_reduce:20480"":687.5,""all_reduce:24576"":1000.0,""all_reduce:28672"":2250.0,""all_reduce:32768"":375.0,""all_reduce:36864"":1250.0,""all_reduce:40960"":1000.0,""all_reduce:45056"":250.0,""all_reduce:61440"":62.5,""all_reduce:65536"":937.5,""fused_allreduce_residual_rmsnorm:4096"":17812.5,""fused_allreduce_residual_rmsnorm:8192"":163281.25,""fused_allreduce_residual_rmsnorm:12288"":145468.75,""fused_allreduce_residual_rmsnorm:16384"":56406.25,""fused_allreduce_residual_rmsnorm:20480"":32656.25,""fused_allreduce_residual_rmsnorm:24576"":47500.0,""fused_allreduce_residual_rmsnorm:28672"":106875.0,""fused_allreduce_residual_rmsnorm:32768"":17812.5,""fused_allreduce_residual_rmsnorm:36864"":59375.0,""fused_allreduce_residual_rmsnorm:40960"":47500.0,""fused_allreduce_residual_rmsnorm:45056"":11875.0,""fused_allreduce_residual_rmsnorm:61440"":2968.75,""fused_allreduce_residual_rmsnorm:65536"":44531.25}"
qwen3-30b-a3b,2,profile_14_burstgpt_3_c3,throughput,0,prefill,32,1000,6062.5,235034880000.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6062.5,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235034880000.0,0.0,0.0]","{""32817152"":3031.25,""44720128"":3031.25}","{""all_reduce:32817152"":3031.25,""all_reduce:44720128"":3031.25}"
qwen3-30b-a3b,2,profile_15_burstgpt_3_c4,balanced,0,decode,32,1000,585031.25,3600640000.0,"[560781.25,0.0,24250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[2806016000.0,0.0,794624000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","{""4096"":436500.0,""8192"":124281.25,""32768"":24250.0}","{""all_reduce:4096"":9000.0,""all_reduce:8192"":2562.5,""all_reduce:32768"":500.0,""fused_allreduce_residual_rmsnorm:4096"":427500.0,""fused_allreduce_residual_rmsnorm:8192"":121718.75,""fused_allreduce_residual_rmsnorm:32768"":23750.0}"
qwen3-30b-a3b,2,profile_15_burstgpt_3_c4,balanced,0,prefill,32,1000,12125.0,75700352000.0,"[0.0,0.0,0.0,0.0,0.0,0.0,3031.25,9093.75,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,11906944000.0,63793408000.0,0.0,0.0,0.0,0.0]","{""3928064"":3031.25,""4194304"":3031.25,""7569408"":3031.25,""9281536"":3031.25}","{""all_reduce:3928064"":62.5,""all_reduce:4194304"":62.5,""all_reduce:7569408"":62.5,""all_reduce:9281536"":3031.25,""fused_allreduce_residual_rmsnorm:3928064"":2968.75,""fused_allreduce_residual_rmsnorm:4194304"":2968.75,""fused_allreduce_residual_rmsnorm:7569408"":2968.75}"
qwen3-30b-a3b,2,profile_15_burstgpt_3_c4,latency,0,decode,32,1000,609281.25,3600640000.0,"[560781.25,48500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[2806016000.0,794624000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","{""4096"":436500.0,""8192"":124281.25,""16384"":48500.0}","{""all_reduce:4096"":9000.0,""all_reduce:8192"":2562.5,""all_reduce:16384"":1000.0,""fused_allreduce_residual_rmsnorm:4096"":427500.0,""fused_allreduce_residual_rmsnorm:8192"":121718.75,""fused_allreduce_residual_rmsnorm:16384"":47500.0}"
qwen3-30b-a3b,2,profile_15_burstgpt_3_c4,latency,0,prefill,32,1000,24250.0,75700352000.0,"[0.0,0.0,0.0,0.0,0.0,0.0,18187.5,6062.5,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,36850688000.0,38849664000.0,0.0,0.0,0.0,0.0]","{""1814528"":3031.25,""1925120"":3031.25,""2084864"":3031.25,""2109440"":6062.5,""2113536"":3031.25,""5459968"":3031.25,""7356416"":3031.25}","{""all_reduce:1814528"":62.5,""all_reduce:1925120"":62.5,""all_reduce:2084864"":62.5,""all_reduce:2109440"":125.0,""all_reduce:2113536"":62.5,""all_reduce:5459968"":62.5,""all_reduce:7356416"":62.5,""fused_allreduce_residual_rmsnorm:1814528"":2968.75,""fused_allreduce_residual_rmsnorm:1925120"":2968.75,""fused_allreduce_residual_rmsnorm:2084864"":2968.75,""fused_allreduce_residual_rmsnorm:2109440"":5937.5,""fused_allreduce_residual_rmsnorm:2113536"":2968.75,""fused_allreduce_residual_rmsnorm:5459968"":2968.75,""fused_allreduce_residual_rmsnorm:7356416"":2968.75}"
qwen3-30b-a3b,2,profile_15_burstgpt_3_c4,throughput,0,decode,32,1000,572906.25,3600640000.0,"[560781.25,0.0,12125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[2806016000.0,0.0,794624000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","{""4096"":436500.0,""8192"":124281.25,""65536"":12125.0}","{""all_reduce:4096"":9000.0,""all_reduce:8192"":2562.5,""all_reduce:65536"":250.0,""fused_allreduce_residual_rmsnorm:4096"":427500.0,""fused_allreduce_residual_rmsnorm:8192"":121718.75,""fused_allreduce_residual_rmsnorm:65536"":11875.0}"
qwen3-30b-a3b,2,profile_15_burstgpt_3_c4,throughput,0,prefill,32,1000,6062.5,75700352000.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6062.5,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75700352000.0,0.0,0.0,0.0]","{""11763712"":3031.25,""13209600"":3031.25}","{""all_reduce:11763712"":3031.25,""all_reduce:13209600"":3031.25}"
qwen3-30b-a3b,2,profile_16_mooncake_conversation_c0,balanced,0,decode,32,1000,2309812.5,43294592000.0,"[384968.75,1903625.0,21218.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[3153664000.0,39445632000.0,695296000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","{""8192"":384968.75,""16384"":685062.5,""20480"":424375.0,""24576"":791156.25,""28672"":3031.25,""32768"":21218.75}","{""all_reduce:8192"":7937.5,""all_reduce:16384"":14125.0,""all_reduce:20480"":8750.0,""all_reduce:24576"":16312.5,""all_reduce:28672"":62.5,""all_reduce:32768"":437.5,""fused_allreduce_residual_rmsnorm:8192"":377031.25,""fused_allreduce_residual_rmsnorm:16384"":670937.5,""fused_allreduce_residual_rmsnorm:20480"":415625.0,""fused_allreduce_residual_rmsnorm:24576"":774843.75,""fused_allreduce_residual_rmsnorm:28672"":2968.75,""fused_allreduce_residual_rmsnorm:32768"":20781.25}"
qwen3-30b-a3b,2,profile_16_mooncake_conversation_c0,balanced,0,prefill,32,1000,18187.5,2029072384000.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3031.25,15156.25,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203113344000.0,1825959040000.0,0.0]","{""67006464"":3031.25,""104333312"":3031.25,""108457984"":3031.25,""125071360"":3031.25,""131661824"":3031.25,""132853760"":3031.25}","{""all_reduce:67006464"":3031.25,""all_reduce:104333312"":3031.25,""all_reduce:108457984"":3031.25,""all_reduce:125071360"":3031.25,""all_reduce:131661824"":3031.25,""all_reduce:132853760"":3031.25}"
qwen3-30b-a3b,2,profile_16_mooncake_conversation_c0,latency,0,decode,32,1000,9348375.0,43294592000.0,"[9302906.25,45468.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[42648960000.0,645632000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","{""4096"":8193468.75,""8192"":1109437.5,""12288"":24250.0,""16384"":21218.75}","{""all_reduce:4096"":168937.5,""all_reduce:8192"":22875.0,""all_reduce:12288"":500.0,""all_reduce:16384"":437.5,""fused_allreduce_residual_rmsnorm:4096"":8024531.25,""fused_allreduce_residual_rmsnorm:8192"":1086562.5,""fused_allreduce_residual_rmsnorm:12288"":23750.0,""fused_allreduce_residual_rmsnorm:16384"":20781.25}"
qwen3-30b-a3b,2,profile_16_mooncake_conversation_c0,latency,0,prefill,32,1000,81843.75,2029072384000.0,"[0.0,0.0,0.0,0.0,0.0,0.0,9093.75,3031.25,21218.75,48500.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,34454400000.0,17059584000.0,375584000000.0,1601974400000.0,0.0,0.0]","{""3670016"":3031.25,""3784704"":3031.25,""3911680"":3031.25,""5627904"":3031.25,""10915840"":3031.25,""15319040"":3031.25,""16297984"":3031.25,""17973248"":3031.25,""19300352"":3031.25,""21483520"":3031.25,""22614016"":3031.25,""28278784"":3031.25,""31629312"":3031.25,""32473088"":3031.25,""33452032"":3031.25,""33554432"":36375.0}","{""all_reduce:3670016"":62.5,""all_reduce:3784704"":62.5,""all_reduce:3911680"":62.5,""all_reduce:5627904"":62.5,""all_reduce:10915840"":3031.25,""all_reduce:15319040"":3031.25,""all_reduce:16297984"":3031.25,""all_reduce:17973248"":3031.25,""all_reduce:19300352"":3031.25,""all_reduce:21483520"":3031.25,""all_reduce:22614016"":3031.25,""all_reduce:28278784"":3031.25,""all_reduce:31629312"":3031.25,""all_reduce:32473088"":3031.25,""all_reduce:33452032"":3031.25,""all_reduce:33554432"":36375.0,""fused_allreduce_residual_rmsnorm:3670016"":2968.75,""fused_allreduce_residual_rmsnorm:3784704"":2968.75,""fused_allreduce_residual_rmsnorm:3911680"":2968.75,""fused_allreduce_residual_rmsnorm:5627904"":2968.75}"
qwen3-30b-a3b,2,profile_16_mooncake_conversation_c0,throughput,0,decode,32,1000,1154906.25,43294592000.0,"[0.0,384968.75,769937.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,9460992000.0,33833600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","{""24576"":384968.75,""36864"":245531.25,""40960"":93968.75,""45056"":75781.25,""49152"":333437.5,""53248"":21218.75}","{""all_reduce:24576"":7937.5,""all_reduce:36864"":5062.5,""all_reduce:40960"":1937.5,""all_reduce:45056"":1562.5,""all_reduce:49152"":6875.0,""all_reduce:53248"":437.5,""fused_allreduce_residual_rmsnorm:24576"":377031.25,""fused_allreduce_residual_rmsnorm:36864"":240468.75,""fused_allreduce_residual_rmsnorm:40960"":92031.25,""fused_allreduce_residual_rmsnorm:45056"":74218.75,""fused_allreduce_residual_rmsnorm:49152"":326562.5,""fused_allreduce_residual_rmsnorm:53248"":20781.25}"
qwen3-30b-a3b,2,profile_16_mooncake_conversation_c0,throughput,0,prefill,32,1000,9093.75,2029072384000.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3031.25,6062.5]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489028992000.0,1540043392000.0]","{""161329152"":3031.25,""246345728"":3031.25,""261709824"":3031.25}","{""all_reduce:161329152"":3031.25,""all_reduce:246345728"":3031.25,""all_reduce:261709824"":3031.25}"
qwen3-30b-a3b,2,profile_17_mooncake_conversation_c1,balanced,0,decode,32,1000,2309812.5,43021440000.0,"[460750.0,1464093.75,384968.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[3774464000.0,26632320000.0,12614656000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","{""8192"":460750.0,""12288"":227343.75,""16384"":406187.5,""20480"":788125.0,""24576"":42437.5,""32768"":384968.75}","{""all_reduce:8192"":9500.0,""all_reduce:12288"":4687.5,""all_reduce:16384"":8375.0,""all_reduce:20480"":16250.0,""all_reduce:24576"":875.0,""all_reduce:32768"":7937.5,""fused_allreduce_residual_rmsnorm:8192"":451250.0,""fused_allreduce_residual_rmsnorm:12288"":222656.25,""fused_allreduce_residual_rmsnorm:16384"":397812.5,""fused_allreduce_residual_rmsnorm:20480"":771875.0,""fused_allreduce_residual_rmsnorm:24576"":41562.5,""fused_allreduce_residual_rmsnorm:32768"":377031.25}"
qwen3-30b-a3b,2,profile_17_mooncake_conversation_c1,balanced,0,prefill,32,1000,18187.5,2140208000000.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18187.5,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2140208000000.0,0.0]","{""94834688"":3031.25,""106242048"":3031.25,""113668096"":3031.25,""129138688"":3031.25,""129937408"":3031.25,""132227072"":3031.25}","{""all_reduce:94834688"":3031.25,""all_reduce:106242048"":3031.25,""all_reduce:113668096"":3031.25,""all_reduce:129138688"":3031.25,""all_reduce:129937408"":3031.25,""all_reduce:132227072"":3031.25}"
qwen3-30b-a3b,2,profile_17_mooncake_conversation_c1,latency,0,decode,32,1000,8463250.0,43021440000.0,"[8035843.75,427406.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[37769472000.0,5251968000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","{""4096"":6850625.0,""8192"":1185218.75,""12288"":427406.25}","{""all_reduce:4096"":141250.0,""all_reduce:8192"":24437.5,""all_reduce:12288"":8812.5,""fused_allreduce_residual_rmsnorm:4096"":6709375.0,""fused_allreduce_residual_rmsnorm:8192"":1160781.25,""fused_allreduce_residual_rmsnorm:12288"":418593.75}"
qwen3-30b-a3b,2,profile_17_mooncake_conversation_c1,latency,0,prefill,32,1000,75781.25,2140208000000.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,9093.75,12125.0,54562.5,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,66425600000.0,277398272000.0,1796384128000.0,0.0,0.0]","{""3985408"":3031.25,""7577600"":3031.25,""10350592"":3031.25,""13004800"":3031.25,""23740416"":3031.25,""27291648"":3031.25,""27475968"":3031.25,""28512256"":3031.25,""29814784"":3031.25,""31555584"":3031.25,""33013760"":3031.25,""33517568"":3031.25,""33554432"":39406.25}","{""all_reduce:3985408"":62.5,""all_reduce:7577600"":62.5,""all_reduce:10350592"":3031.25,""all_reduce:13004800"":3031.25,""all_reduce:23740416"":3031.25,""all_reduce:27291648"":3031.25,""all_reduce:27475968"":3031.25,""all_reduce:28512256"":3031.25,""all_reduce:29814784"":3031.25,""all_reduce:31555584"":3031.25,""all_reduce:33013760"":3031.25,""all_reduce:33517568"":3031.25,""all_reduce:33554432"":39406.25,""fused_allreduce_residual_rmsnorm:3985408"":2968.75,""fused_allreduce_residual_rmsnorm:7577600"":2968.75}"
qwen3-30b-a3b,2,profile_17_mooncake_conversation_c1,throughput,0,decode,32,1000,1154906.25,43021440000.0,"[0.0,303125.0,851781.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,6803968000.0,36217472000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","{""20480"":181875.0,""24576"":97000.0,""28672"":24250.0,""32768"":9093.75,""36864"":30312.5,""40960"":439531.25,""45056"":372843.75}","{""all_reduce:20480"":3750.0,""all_reduce:24576"":2000.0,""all_reduce:28672"":500.0,""all_reduce:32768"":187.5,""all_reduce:36864"":625.0,""all_reduce:40960"":9062.5,""all_reduce:45056"":7687.5,""fused_allreduce_residual_rmsnorm:20480"":178125.0,""fused_allreduce_residual_rmsnorm:24576"":95000.0,""fused_allreduce_residual_rmsnorm:28672"":23750.0,""fused_allreduce_residual_rmsnorm:32768"":8906.25,""fused_allreduce_residual_rmsnorm:36864"":29687.5,""fused_allreduce_residual_rmsnorm:40960"":430468.75,""fused_allreduce_residual_rmsnorm:45056"":365156.25}"
qwen3-30b-a3b,2,profile_17_mooncake_conversation_c1,throughput,0,prefill,32,1000,9093.75,2140208000000.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3031.25,6062.5]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605553152000.0,1534654848000.0]","{""199770112"":3031.25,""252813312"":3031.25,""253464576"":3031.25}","{""all_reduce:199770112"":3031.25,""all_reduce:252813312"":3031.25,""all_reduce:253464576"":3031.25}"
qwen3-30b-a3b,2,profile_18_mooncake_conversation_c2,balanced,0,decode,32,1000,2652343.75,42214400000.0,"[691125.0,1961218.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[4283520000.0,37930880000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","{""4096"":336468.75,""8192"":354656.25,""12288"":215218.75,""16384"":115187.5,""20480"":1630812.5}","{""all_reduce:4096"":6937.5,""all_reduce:8192"":7312.5,""all_reduce:12288"":4437.5,""all_reduce:16384"":2375.0,""all_reduce:20480"":33625.0,""fused_allreduce_residual_rmsnorm:4096"":329531.25,""fused_allreduce_residual_rmsnorm:8192"":347343.75,""fused_allreduce_residual_rmsnorm:12288"":210781.25,""fused_allreduce_residual_rmsnorm:16384"":112812.5,""fused_allreduce_residual_rmsnorm:20480"":1597187.5}"
qwen3-30b-a3b,2,profile_18_mooncake_conversation_c2,balanced,0,prefill,32,1000,21218.75,2316266880000.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3031.25,18187.5,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203423744000.0,2112843136000.0,0.0]","{""67108864"":3031.25,""105406464"":3031.25,""109539328"":3031.25,""109719552"":3031.25,""113008640"":3031.25,""127000576"":3031.25,""132345856"":3031.25}","{""all_reduce:67108864"":3031.25,""all_reduce:105406464"":3031.25,""all_reduce:109539328"":3031.25,""all_reduce:109719552"":3031.25,""all_reduce:113008640"":3031.25,""all_reduce:127000576"":3031.25,""all_reduce:132345856"":3031.25}"
qwen3-30b-a3b,2,profile_18_mooncake_conversation_c2,latency,0,decode,32,1000,8605718.75,42214400000.0,"[8605718.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[42214400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","{""4096"":6905187.5,""8192"":1700531.25}","{""all_reduce:4096"":142375.0,""all_reduce:8192"":35062.5,""fused_allreduce_residual_rmsnorm:4096"":6762812.5,""fused_allreduce_residual_rmsnorm:8192"":1665468.75}"
qwen3-30b-a3b,2,profile_18_mooncake_conversation_c2,latency,0,prefill,32,1000,81843.75,2316266880000.0,"[0.0,0.0,0.0,0.0,0.0,0.0,3031.25,3031.25,15156.25,60625.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,11199232000.0,16252544000.0,290683392000.0,1998131712000.0,0.0,0.0]","{""3694592"":3031.25,""5361664"":3031.25,""14655488"":3031.25,""15687680"":3031.25,""15880192"":3031.25,""22417408"":3031.25,""27254784"":3031.25,""30212096"":3031.25,""30318592"":3031.25,""32067584"":3031.25,""32141312"":3031.25,""32497664"":3031.25,""32636928"":3031.25,""33095680"":3031.25,""33554432"":39406.25}","{""all_reduce:3694592"":62.5,""all_reduce:5361664"":62.5,""all_reduce:14655488"":3031.25,""all_reduce:15687680"":3031.25,""all_reduce:15880192"":3031.25,""all_reduce:22417408"":3031.25,""all_reduce:27254784"":3031.25,""all_reduce:30212096"":3031.25,""all_reduce:30318592"":3031.25,""all_reduce:32067584"":3031.25,""all_reduce:32141312"":3031.25,""all_reduce:32497664"":3031.25,""all_reduce:32636928"":3031.25,""all_reduce:33095680"":3031.25,""all_reduce:33554432"":39406.25,""fused_allreduce_residual_rmsnorm:3694592"":2968.75,""fused_allreduce_residual_rmsnorm:5361664"":2968.75}"
qwen3-30b-a3b,2,profile_18_mooncake_conversation_c2,throughput,0,decode,32,1000,1154906.25,42214400000.0,"[0.0,221281.25,933625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,4929152000.0,37285248000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","{""20480"":127312.5,""24576"":90937.5,""28672"":3031.25,""32768"":78812.5,""36864"":87906.25,""40960"":754781.25,""45056"":12125.0}","{""all_reduce:20480"":2625.0,""all_reduce:24576"":1875.0,""all_reduce:28672"":62.5,""all_reduce:32768"":1625.0,""all_reduce:36864"":1812.5,""all_reduce:40960"":15562.5,""all_reduce:45056"":250.0,""fused_allreduce_residual_rmsnorm:20480"":124687.5,""fused_allreduce_residual_rmsnorm:24576"":89062.5,""fused_allreduce_residual_rmsnorm:28672"":2968.75,""fused_allreduce_residual_rmsnorm:32768"":77187.5,""fused_allreduce_residual_rmsnorm:36864"":86093.75,""fused_allreduce_residual_rmsnorm:40960"":739218.75,""fused_allreduce_residual_rmsnorm:45056"":11875.0}"
qwen3-30b-a3b,2,profile_18_mooncake_conversation_c2,throughput,0,prefill,32,1000,9093.75,2316266880000.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9093.75]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2316266880000.0]","{""243544064"":3031.25,""256102400"":3031.25,""264482816"":3031.25}","{""all_reduce:243544064"":3031.25,""all_reduce:256102400"":3031.25,""all_reduce:264482816"":3031.25}"
qwen3-30b-a3b,2,profile_19_mooncake_conversation_c3,balanced,0,decode,32,1000,2694781.25,42847616000.0,"[691125.0,2003656.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[4084864000.0,38762752000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","{""4096"":384968.75,""8192"":306156.25,""12288"":87906.25,""16384"":497125.0,""20480"":1300406.25,""24576"":118218.75}","{""all_reduce:4096"":7937.5,""all_reduce:8192"":6312.5,""all_reduce:12288"":1812.5,""all_reduce:16384"":10250.0,""all_reduce:20480"":26812.5,""all_reduce:24576"":2437.5,""fused_allreduce_residual_rmsnorm:4096"":377031.25,""fused_allreduce_residual_rmsnorm:8192"":299843.75,""fused_allreduce_residual_rmsnorm:12288"":86093.75,""fused_allreduce_residual_rmsnorm:16384"":486875.0,""fused_allreduce_residual_rmsnorm:20480"":1273593.75,""fused_allreduce_residual_rmsnorm:24576"":115781.25}"
qwen3-30b-a3b,2,profile_19_mooncake_conversation_c3,balanced,0,prefill,32,1000,21218.75,2173557376000.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3031.25,18187.5,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101711872000.0,2071845504000.0,0.0]","{""33554432"":3031.25,""103362560"":3031.25,""108187648"":3031.25,""110952448"":3031.25,""119697408"":3031.25,""120479744"":3031.25,""120815616"":3031.25}","{""all_reduce:33554432"":3031.25,""all_reduce:103362560"":3031.25,""all_reduce:108187648"":3031.25,""all_reduce:110952448"":3031.25,""all_reduce:119697408"":3031.25,""all_reduce:120479744"":3031.25,""all_reduce:120815616"":3031.25}"
qwen3-30b-a3b,2,profile_19_mooncake_conversation_c3,latency,0,decode,32,1000,8739093.75,42847616000.0,"[8636031.25,103062.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[41581184000.0,1266432000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","{""4096"":7120406.25,""8192"":1515625.0,""12288"":103062.5}","{""all_reduce:4096"":146812.5,""all_reduce:8192"":31250.0,""all_reduce:12288"":2125.0,""fused_allreduce_residual_rmsnorm:4096"":6973593.75,""fused_allreduce_residual_rmsnorm:8192"":1484375.0,""fused_allreduce_residual_rmsnorm:12288"":100937.5}"
