model_id,configuration,topology_level,vector_id,replica0_us,replica1_us,official_us,relative_spread,above_threshold
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__blind_v01,1014.945,1014.452,1014.945,0.00048574060663390806,False
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__blind_v02,2033.683,2034.904,2034.904,0.0006000283060036266,False
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__blind_v03,4050.951,4049.693,4050.951,0.0003105443635333557,False
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__blind_v04,5389.69,5403.452,5403.452,0.0025468903952511517,False
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__blind_v05,1914.519,1917.052,1917.052,0.001321299578728121,False
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__blind_v06,1281.748,1289.0725,1289.0725,0.005681992285150714,False
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__blind_v07,3111.005,3112.703,3112.703,0.0005455065902528655,False
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__blind_v08,2476.646,2489.516,2489.516,0.0051696795682373165,False
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__blind_v09,2134.456,2143.552,2143.552,0.004243423999044578,False
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__blind_v00,513.4685,514.6385,514.6385,0.0022734404829799415,False
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__blind_v01,1013.161,1011.518,1013.161,0.0016216573673877256,False
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__blind_v02,2039.373,2027.904,2039.373,0.0056237873111000545,False
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__blind_v03,4046.941,4053.294,4053.294,0.0015673671833328808,False
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__blind_v04,5390.991,5392.91,5392.91,0.00035583757192311186,False
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__blind_v05,1911.316,1912.251,1912.251,0.0004889525485932263,False
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__blind_v06,1281.488,1283.167,1283.167,0.001308481281080218,False
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__blind_v07,3111.698,3107.609,3111.698,0.0013140735379847087,False
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__blind_v08,2483.467,2482.717,2483.467,0.00030199716766923015,False
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__blind_v09,2134.121,2133.466,2134.121,0.00030691793014557284,False
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__blind_v00,517.28,513.586,517.28,0.007141200123724018,False
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__blind_v01,1015.225,1014.665,1015.225,0.0005516018616563413,False
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__blind_v02,2044.419,2032.017,2044.419,0.00606627115087467,False
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__blind_v03,4046.212,4052.375,4052.375,0.0015208365464696655,False
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__blind_v04,5392.243,5394.299,5394.299,0.00038114312907007664,False
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__blind_v05,1912.513,1911.565,1912.513,0.0004956829051618814,False
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__blind_v06,1283.2825,1282.365,1283.2825,0.0007149633849133127,False
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__blind_v07,3107.687,3109.863,3109.863,0.0006997092797978338,False
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__blind_v08,2480.746,2479.265,2480.746,0.0005969978385534923,False
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__blind_v09,2131.314,2133.754,2133.754,0.0011435245112604614,False
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__blind_v00,533.7645,529.4995,533.7645,0.007990415248672375,False
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__blind_v01,1045.009,1035.822,1045.009,0.008791311845161262,False
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__blind_v02,2058.946,2046.474,2058.946,0.0060574682386036255,False
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__blind_v03,4074.818,4073.26,4074.818,0.0003823483650067298,False
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__blind_v04,5410.716,5389.037,5410.716,0.004006678598544091,False
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__blind_v05,1888.771,1879.021,1888.771,0.005162086880834151,False
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__blind_v06,1265.0639999999999,1263.9814999999999,1265.0639999999999,0.0008556879335748879,False
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__blind_v07,3076.5,3075.65,3076.5,0.0002762879895985402,False
