model_id,configuration,topology_level,vector_id,pages,flow_count,total_payload_bytes,edge_costs_us,max_edge_baseline_us,sum_edge_baseline_us,busiest_endpoint_sum_us,r61_graph_prediction_us,phase65_prediction_us,phase67_prediction_us,matched_solo_max_us,actual_concurrent_wave_us,max_edge_absolute_error_us,r61_graph_absolute_error_us,phase65_absolute_error_us,phase67_absolute_error_us,phase67_signed_error_us,cross_replica_relative_spread
qwen3-8b,P4D1,L2,qwen3-8b__p4d1__second_blind_v03,56|56|56|56,4,33030144,273.987604286|273.987604286|273.987604286|273.987604286,273.98760428591487,1095.9504171436595,1095.9504171436595,856.4630065559206,697.0493705371644,821.9840502088946,259.201,740.0654999999999,466.07789571408506,116.3975065559207,43.01612946283558,81.91855020889466,81.91855020889466,0.0006425106966883485
qwen3-8b,P4D1,L2,qwen3-8b__p4d1__second_blind_v04,64|64|64|64,4,37748736,296.0755|296.0755|296.0755|296.0755,296.07550000000003,1184.3020000000001,1184.3020000000001,934.3622232131866,771.3508795028752,936.0973402145521,282.919,836.527,540.4515,97.83522321318651,65.17612049712488,99.57034021455206,99.57034021455206,0.006353052561363908
qwen3-8b,P4D1,L2,qwen3-8b__p4d1__second_blind_v05,36|40|48|56,4,26542080,195.63076355|214.989533465|248.489|273.987604286,273.98760428591487,933.0969013004043,933.0969013004044,718.020979557264,539.492612403712,638.3492665909818,257.1995,593.9965,320.0088957140851,124.02447955726404,54.503887596287996,44.35276659098179,44.35276659098179,0.0009865377994651699
qwen3-8b,P4D1,L2,qwen3-8b__p4d1__second_blind_v06,36|36|48|48,4,24772608,195.63076355|195.63076355|248.489|248.489,248.489,888.2395270999244,888.2395270999244,676.6652226861568,508.9964944047022,593.1927066306076,233.279,564.843,316.3539999999999,111.8222226861568,55.84650559529774,28.34970663060767,28.34970663060767,0.006476135846598109
qwen3-8b,P4D1,L2,qwen3-8b__p4d1__second_blind_v07,40|48|56|64,4,30670848,214.989533465|248.489|273.987604286|296.0755,296.07550000000003,1033.541637750442,1033.541637750442,806.2006048851596,625.4939490702058,751.2553612938298,280.089,690.62,394.54449999999997,115.58060488515957,65.12605092979425,60.63536129382976,60.63536129382976,0.007638064347977147
qwen3-8b,P4D1,L2,qwen3-8b__p4d1__second_blind_v08,36|48|48|64,4,28901376,195.63076355|248.489|248.489|296.0755,296.07550000000003,988.6842635499622,988.6842635499622,768.0672813397908,582.0955463964234,701.0450492955704,279.03999999999996,647.2745,351.19899999999996,120.79278133979085,65.17895360357659,53.77054929557039,53.77054929557039,0.0034050468541553095
qwen3-8b,P4D1,L2,qwen3-8b__p4d1__second_blind_v09,40|40|40|64,4,27131904,214.989533465|214.989533465|214.989533465|296.0755,296.07550000000003,941.0441003935817,941.0441003935817,727.5683045767466,536.0048640737124,649.3488775735066,277.634,609.541,313.4655,118.02730457674659,73.53613592628767,39.80787757350652,39.80787757350652,0.013255876142868224
qwen3-8b,P4D1,L3,qwen3-8b__p4d1__second_blind_v00,36|36|36|36,4,21233664,198.299082525|198.299082525|198.299082525|198.299082525,198.29908252499186,793.1963300999674,793.1963300999674,589.5260094130704,442.44062686067116,509.1424598390779,178.122,479.527,281.2279174750081,109.99900941307038,37.08637313932883,29.615459839077914,29.615459839077914,0.014941807239216903
qwen3-8b,P4D1,L3,qwen3-8b__p4d1__second_blind_v01,40|40|40|40,4,23592960,217.854039948|217.854039948|217.854039948|217.854039948,217.8540399480032,871.4161597920128,871.4161597920128,658.4921021879185,508.2215805150037,578.1223203047817,187.445,534.5595000000001,316.70546005199685,123.9326021879184,26.33791948499635,43.56282030478167,43.56282030478167,0.03241360409832768
qwen3-8b,P4D1,L3,qwen3-8b__p4d1__second_blind_v02,48|48|48|48,4,28311552,251.693|251.693|251.693|251.693,251.69299999999998,1006.7719999999999,1006.7719999999999,777.8347736070933,622.0525142644078,708.8516526255911,236.385,642.5425,390.84950000000003,135.2922736070933,20.4899857355922,66.30915262559108,66.30915262559108,0.013669912885139898
qwen3-8b,P4D1,L3,qwen3-8b__p4d1__second_blind_v03,56|56|56|56,4,33030144,278.306413028|278.306413028|278.306413028|278.306413028,278.306413028244,1113.225652112976,1113.225652112976,871.6945081111119,711.5774184165614,829.1937260085022,257.8335,737.7049999999999,459.39858697175595,133.98950811111195,26.12758158343854,91.48872600850223,91.48872600850223,0.001390122067764168
qwen3-8b,P4D1,L3,qwen3-8b__p4d1__second_blind_v04,64|64|64|64,4,37748736,301.36|301.36|301.36|301.36,301.36,1205.44,1205.44,952.999508346818,789.1274178029411,944.9191089096113,280.50800000000004,838.038,536.678,114.96150834681794,48.91058219705894,106.88110890961127,106.88110890961127,0.019210942701882294
qwen3-8b,P4D1,L3,qwen3-8b__p4d1__second_blind_v05,36|40|48|56,4,26542080,198.299082525|217.854039948|251.693|278.306413028,278.306413028244,946.1525355012391,946.1525355012391,729.6653919391644,549.9383006591429,642.876371782217,254.3475,580.5625,302.256086971756,149.10289193916435,30.624199340857103,62.31387178221701,62.31387178221701,0.13554871353213468
qwen3-8b,P4D1,L3,qwen3-8b__p4d1__second_blind_v06,36|36|48|48,4,24772608,198.299082525|198.299082525|251.693|251.693,251.69299999999998,899.9841650499836,899.9841650499836,687.0542690983198,518.7379189626472,597.8602496411903,229.996,563.966,312.273,123.08826909831976,45.22808103735281,33.8942496411903,33.8942496411903,0.02244284229900391
qwen3-8b,P4D1,L3,qwen3-8b__p4d1__second_blind_v07,40|48|56|64,4,30670848,217.854039948|251.693|278.306413028|301.36,301.36,1049.2134529762473,1049.213452976247,820.1910778442407,637.9820884805017,753.6426290888243,277.709,681.526,380.16599999999994,138.66507784424073,43.54391151949824,72.11662908882431,72.11662908882431,0.01228419752144446
qwen3-8b,P4D1,L3,qwen3-8b__p4d1__second_blind_v08,36|48|48|64,4,28901376,198.299082525|251.693|251.693|301.36,301.36,1003.0450825249918,1003.0450825249918,780.9432743479468,593.3153292832036,705.5582903306191,277.923,641.5015,340.14149999999995,139.44177434794688,48.18617071679637,64.05679033061915,64.05679033061915,0.004825397914112462
qwen3-8b,P4D1,L3,qwen3-8b__p4d1__second_blind_v09,40|40|40|64,4,27131904,217.854039948|217.854039948|217.854039948|301.36,301.36,954.9221198440096,954.9221198440096,740.0338689584541,546.7575503336205,653.5551834539058,277.483,593.208,291.84799999999996,146.82586895845418,46.45044966637943,60.347183453905814,60.347183453905814,0.07359981659047074
qwen3-8b,P2D2_MATCHING,L1,qwen3-8b__p2d2_matching__second_blind_v00,36|36,2,10616832,200.413046583|200.413046583,200.41304658287942,400.82609316575883,200.41304658287942,85.86717464603598,162.71433177560766,175.69415952678872,177.272,176.503,23.91004658287943,90.63582535396401,13.788668224392325,0.8088404732112622,-0.8088404732112622,0.007254834195452547
qwen3-8b,P2D2_MATCHING,L1,qwen3-8b__p2d2_matching__second_blind_v01,40|40,2,11796480,220.012698379|220.012698379,220.01269837867588,440.02539675735176,220.01269837867588,105.00581139150177,178.01013357638234,189.82323369756546,188.4305,187.6805,32.33219837867588,82.67468860849823,9.67036642361765,2.142733697565461,2.142733697565461,0.0006873383223083415
qwen3-8b,P2D2_MATCHING,L1,qwen3-8b__p2d2_matching__second_blind_v02,48|48,2,14155776,253.929|253.929,253.929,507.858,253.929,138.12434753913834,204.47881949080903,217.70647515894478,235.4055,233.6075,20.321500000000015,95.48315246086165,29.128680509190957,15.901024841055204,-15.901024841055204,0.001926308016651814
qwen3-8b,P2D2_MATCHING,L1,qwen3-8b__p2d2_matching__second_blind_v03,56|56,2,16515072,280.051854315|280.051854315,280.0518543146644,560.1037086293288,280.0518543146644,163.6327506828264,224.86540626442272,244.8762287721159,258.7425,257.798,22.25385431466441,94.16524931717359,32.932593735577285,12.921771227884108,-12.921771227884108,0.003867369025360776
qwen3-8b,P2D2_MATCHING,L1,qwen3-8b__p2d2_matching__second_blind_v04,64|64,2,18874368,302.6805|302.6805,302.6805,605.361,302.6805,185.72913455360379,242.52507098852155,271.87036971971327,281.84349999999995,280.807,21.87349999999998,95.07786544639623,38.28192901147847,8.93663028028675,-8.93663028028675,0.004004529801607552
qwen3-8b,P2D2_MATCHING,L1,qwen3-8b__p2d2_matching__second_blind_v05,36|40,2,11206656,200.413046583|220.012698379,220.01269837867588,420.4257449615553,220.01269837867588,105.00581139150177,176.7741758321126,191.73912252359997,185.6485,187.747,32.265698378675864,82.74118860849825,10.97282416788741,3.99212252359996,3.99212252359996,0.007078675025433204
qwen3-8b,P2D2_MATCHING,L1,qwen3-8b__p2d2_matching__second_blind_v06,36|48,2,12386304,200.413046583|253.929,253.929,454.34204658287945,253.929,138.12434753913834,201.10409336011037,222.61106896080898,229.575,229.4035,24.525499999999994,91.27915246086167,28.29940663988964,6.79243103919103,-6.79243103919103,0.007290647265625911
qwen3-8b,P2D2_MATCHING,L1,qwen3-8b__p2d2_matching__second_blind_v07,40|56,2,14155776,220.012698379|280.051854315,280.0518543146644,500.06455269334026,280.0518543146644,163.6327506828264,221.0793257507669,249.54641326853397,253.272,253.3415,26.710354314664414,89.70874931717358,32.262174249233084,3.7950867314660286,-3.7950867314660286,0.0022834790194264246
qwen3-8b,P2D2_MATCHING,L1,qwen3-8b__p2d2_matching__second_blind_v08,48|64,2,16515072,253.929|302.6805,302.6805,556.6095,302.6805,185.72913455360379,239.45079219022733,274.7043678129913,276.712,277.09450000000004,25.585999999999956,91.36536544639625,37.64370780977271,2.39013218700876,-2.39013218700876,0.0035727883447704985
qwen3-8b,P2D2_MATCHING,L1,qwen3-8b__p2d2_matching__second_blind_v09,56|64,2,17694720,280.051854315|302.6805,302.6805,582.7323543146645,302.6805,185.72913455360379,241.09810431745422,273.02288829240285,277.33799999999997,279.194,23.486499999999978,93.46486544639623,38.0958956825458,6.171111707597163,-6.171111707597163,0.009595478412859983
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__second_blind_v00,36|36,2,10616832,195.63076355|195.63076355,195.6307635499622,391.2615270999244,195.6307635499622,81.19737853258476,158.9821811135027,174.99848593737212,175.55149999999998,174.947,20.683763549962208,93.74962146741524,15.964818886497312,0.051485937372120816,0.051485937372120816,0.019100070307007243
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__second_blind_v01,40|40,2,11796480,214.989533465|214.989533465,214.98953346452723,429.97906692905445,214.98953346452723,100.10079932260989,174.08999582394014,189.09251927894903,186.1105,186.59449999999998,28.395033464527245,86.4937006773901,12.50450417605984,2.4980192789490445,2.4980192789490445,0.017358496633073196
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__second_blind_v02,48|48,2,14155776,248.489|248.489,248.489,496.978,248.489,132.81230501001224,200.2333786705767,216.91512418695564,231.4915,231.805,16.683999999999997,98.99269498998777,31.571621329423294,14.88987581304437,-14.88987581304437,0.019121675546256572
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__second_blind_v03,56|56,2,16515072,273.987604286|273.987604286,273.98760428591487,547.9752085718297,273.98760428591487,157.7111414806257,220.13279328351308,243.99406881721953,254.89100000000002,255.60449999999997,18.383104285914897,97.89335851937426,35.47170671648689,11.610431182780445,-11.610431182780445,0.018577528955867284
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__second_blind_v04,64|64,2,18874368,296.0755|296.0755,296.07550000000003,592.1510000000001,296.07550000000003,179.2794946813836,237.37045028675055,270.90954744581836,277.62199999999996,278.61199999999997,17.463500000000067,99.33250531861637,41.24154971324941,7.702452554181605,-7.702452554181605,0.01561131609550191
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__second_blind_v05,36|40,2,11206656,195.63076355|214.989533465,214.98953346452723,410.62029701448944,214.98953346452723,100.10079932260989,172.86922813659916,190.96286063784254,184.6925,184.0815,30.90803346452722,83.98070067739012,11.212271863400844,6.881360637842533,6.881360637842533,0.05533690240464155
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__second_blind_v06,36|48,2,12386304,195.63076355|248.489,248.489,444.1197635499622,248.489,132.81230501001224,196.90012829605337,221.69535271155968,227.24650000000003,227.5975,20.891500000000008,94.78519498998776,30.69737170394663,5.902147288440318,-5.902147288440318,0.06991948505585519
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__second_blind_v07,40|56,2,14155776,214.989533465|273.987604286,273.98760428591487,488.9771377504421,273.98760428591487,157.7111414806257,216.41236379382653,248.46739836628385,252.583,251.678,22.309604285914872,93.96685851937428,35.26563620617347,3.210601633716152,-3.210601633716152,0.061314457362185014
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__second_blind_v08,48|64,2,16515072,248.489|296.0755,296.07550000000003,544.5645000000001,296.07550000000003,179.2794946813836,234.36963660850415,273.5232599827564,274.8835,276.25800000000004,19.817499999999995,96.97850531861644,41.888363391495886,2.7347400172436664,-2.7347400172436664,0.061319491200255025
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__second_blind_v09,56|64,2,17694720,273.987604286|296.0755,296.07550000000003,570.063104285915,296.07550000000003,179.2794946813836,235.97758341100834,271.9598175994026,275.83500000000004,275.4205,20.65500000000003,96.14100531861641,39.442916588991665,3.4606824005974204,-3.4606824005974204,0.055023137348164136
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__second_blind_v00,36|36,2,10616832,198.299082525|198.299082525,198.29908252499186,396.5981650499837,198.29908252499186,83.80293439225974,161.06456903592755,175.38664344003146,174.458,174.20049999999998,24.098582524991883,90.39756560774023,13.135930964072429,1.1861434400314863,1.1861434400314863,0.002881736849205262
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__second_blind_v01,40|40,2,11796480,217.854039948|217.854039948,217.8540399480032,435.7080798960064,217.8540399480032,102.89792804782714,176.32549081562564,189.50921596828138,184.1235,185.887,31.96703994800319,82.98907195217286,9.561509184374358,3.622215968281381,3.622215968281381,0.0024262051676557364
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__second_blind_v02,48|48,2,14155776,251.693|251.693,251.69299999999998,503.38599999999997,251.69299999999998,135.9409418231225,202.73381844778706,217.38120663442865,231.6295,231.5935,20.099499999999978,95.6525581768775,28.859681552212948,14.212293365571355,-14.212293365571355,0.0008441514982069072
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__second_blind_v03,56|56,2,16515072,278.306413028|278.306413028,278.306413028244,556.612826056488,278.306413028244,161.92836495754003,223.50324308672268,244.6223212981161,254.53500000000003,253.89350000000002,24.412913028243963,91.96513504245999,30.39025691327734,9.271178701883912,-9.271178701883912,0.002784632139066158
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__second_blind_v04,64|64,2,18874368,301.36|301.36,301.36,602.72,301.36,184.43969481836282,241.49453705412512,271.67827799939863,278.5725,277.507,23.85300000000001,93.06730518163718,36.01246294587489,5.828722000601374,-5.828722000601374,0.0025296659183371884
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__second_blind_v05,36|40,2,11206656,198.299082525|217.854039948,217.8540399480032,416.15312247299505,217.8540399480032,102.89792804782714,175.0923515069457,191.41665370008909,183.8105,184.0325,33.82153994800319,81.13457195217286,8.940148493054295,7.384153700089087,7.384153700089087,0.002170812220667486
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__second_blind_v06,36|48,2,12386304,198.299082525|251.693,251.69299999999998,449.9920825249918,251.69299999999998,135.9409418231225,199.3667879266484,222.26272510976779,227.3705,227.37900000000002,24.313999999999965,91.43805817687752,28.012212073351606,5.1162748902322335,-5.1162748902322335,0.0026519599435304428
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__second_blind_v07,40|56,2,14155776,217.854039948|278.306413028,278.306413028244,496.16045297624714,278.306413028244,161.92836495754003,219.69110502190094,249.37063950141044,251.2555,251.3385,26.96791302824397,89.41013504245998,31.647394978099072,1.9678604985895731,-1.9678604985895731,0.007406346421260597
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__second_blind_v08,48|64,2,16515072,251.693|301.36,301.36,553.053,301.36,184.43969481836282,238.36252665290917,274.68538461356013,274.649,274.4635,26.896500000000003,90.02380518163719,36.10097334709084,0.22188461356012112,0.22188461356012112,0.004202744627245754
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__second_blind_v09,56|64,2,17694720,278.306413028|301.36,301.36,579.666413028244,301.36,184.43969481836282,240.04077350527223,272.9111471537972,275.97450000000003,275.7365,25.623500000000035,91.29680518163715,35.69572649472775,2.8253528462028044,-2.8253528462028044,0.009432918746702011
qwen3-8b,P2D2_ALL_TO_ALL,L1,qwen3-8b__p2d2_all_to_all__second_blind_v00,36|36|36|36,4,21233664,200.413046583|200.413046583|200.413046583|200.413046583,200.41304658287942,801.6521863315177,400.82609316575883,256.23861711839174,274.3436227723685,322.40722790333,179.744,301.86,101.4469534171206,45.62138288160827,27.516377227631494,20.547227903329997,20.547227903329997,7.619426224085522e-05
qwen3-8b,P2D2_ALL_TO_ALL,L1,qwen3-8b__p2d2_all_to_all__second_blind_v01,40|40|40|40,4,23592960,220.012698379|220.012698379|220.012698379|220.012698379,220.01269837867588,880.0507935147035,440.02539675735176,292.03894832607324,307.57976739385344,363.4302006086483,191.145,326.429,106.4163016213241,34.390051673926735,18.84923260614653,37.00120060864833,37.00120060864833,0.009617711661647705
qwen3-8b,P2D2_ALL_TO_ALL,L1,qwen3-8b__p2d2_all_to_all__second_blind_v02,48|48|48|48,4,28311552,253.929|253.929|253.929|253.929,253.929,1015.716,507.858,353.9897852099939,365.09339658771466,440.1516460279117,241.347,391.4845,137.55550000000002,37.49471479000613,26.39110341228536,48.667146027911656,48.667146027911656,0.010912309427321
qwen3-8b,P2D2_ALL_TO_ALL,L1,qwen3-8b__p2d2_all_to_all__second_blind_v03,56|56|56|56,4,33030144,280.051854315|280.051854315|280.051854315|280.051854315,280.0518543146644,1120.2074172586576,560.1037086293288,401.70526741848755,409.39127355889514,508.54785838330434,271.56899999999996,440.20349999999996,160.15164568533555,38.49823258151241,30.812226441104826,68.34435838330438,68.34435838330438,0.015085068610313128
qwen3-8b,P2D2_ALL_TO_ALL,L1,qwen3-8b__p2d2_all_to_all__second_blind_v04,64|64|64|64,4,37748736,302.6805|302.6805|302.6805|302.6805,302.6805,1210.722,605.361,443.03829816600484,447.7638399912977,573.6346412874965,294.8605,485.3805,182.7,42.34220183399515,37.6166600087023,88.25414128749651,88.25414128749651,0.010434082127320634
qwen3-8b,P2D2_ALL_TO_ALL,L1,qwen3-8b__p2d2_all_to_all__second_blind_v05,36|40|48|56,4,26542080,200.413046583|220.012698379|253.929|280.051854315,280.0518543146644,954.4065992762197,533.9808543146644,379.49818835368194,367.40309285976974,453.8547790145872,254.83249999999998,404.649,124.59714568533559,25.15081164631806,37.24590714023026,49.20577901458722,49.20577901458722,0.0029766538407361757
qwen3-8b,P2D2_ALL_TO_ALL,L1,qwen3-8b__p2d2_all_to_all__second_blind_v06,36|36|48|48,4,24772608,200.413046583|200.413046583|253.929|253.929,253.929,908.6840931657589,507.858,353.9897852099939,325.1634256329057,413.82453350919695,230.702,361.192,107.263,7.20221479000611,36.02857436709428,52.632533509196946,52.632533509196946,0.004022791202463042
qwen3-8b,P2D2_ALL_TO_ALL,L1,qwen3-8b__p2d2_all_to_all__second_blind_v07,40|48|56|64,4,30670848,220.012698379|253.929|280.051854315|302.6805,302.6805,1056.6740526933404,582.7323543146645,423.801651289265,407.50290464593326,522.2262666150533,277.803,451.921,149.2405,28.119348710734982,44.418095354066736,70.30526661505331,70.30526661505331,0.002500437023285033
qwen3-8b,P2D2_ALL_TO_ALL,L1,qwen3-8b__p2d2_all_to_all__second_blind_v08,36|48|48|64,4,28901376,200.413046583|253.929|253.929|302.6805,302.6805,1010.9515465828795,556.6095,401.5945722244594,410.3118657259977,497.84646219307155,279.19399999999996,447.72950000000003,145.04900000000004,46.13492777554063,37.41763427400235,50.116962193071515,50.116962193071515,0.032358823798744676
qwen3-8b,P2D2_ALL_TO_ALL,L1,qwen3-8b__p2d2_all_to_all__second_blind_v09,40|40|40|64,4,27131904,220.012698379|220.012698379|220.012698379|302.6805,302.6805,962.7185951360276,522.6931983786759,372.7622714881753,418.11119504556126,469.181698600271,280.178,408.959,106.27850000000001,36.19672851182469,9.152195045561257,60.222698600270974,60.222698600270974,0.014333955237566658
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__second_blind_v00,36|36|36|36,4,21233664,195.63076355|195.63076355|195.63076355|195.63076355,195.6307635499622,782.5230541998488,391.2615270999244,247.50339476387873,266.2340577576983,316.5422779384288,177.845,295.251,99.62023645003777,47.747605236121245,29.016942242301695,21.291277938428834,21.291277938428834,0.01692796976132169
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__second_blind_v01,40|40|40|40,4,23592960,214.989533465|214.989533465|214.989533465|214.989533465,214.98953346452723,859.9581338581089,429.97906692905445,282.86373595439755,299.06172649784025,357.2698352174435,188.07850000000002,319.0855,104.0959665354728,36.22176404560247,20.02377350215977,38.18433521744345,38.18433521744345,0.01311247298921457
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__second_blind_v02,48|48|48|48,4,28311552,248.489|248.489|248.489|248.489,248.489,993.956,496.978,344.0531902235689,355.86850684861963,433.48007774358945,234.152,390.5215,142.0325,46.46830977643111,34.65299315138037,42.958577743589444,42.958577743589444,0.014241213351889777
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__second_blind_v03,56|56|56|56,4,33030144,273.987604286|273.987604286|273.987604286|273.987604286,273.98760428591487,1095.9504171436595,547.9752085718297,390.6284298390574,399.10781071596904,501.1107153391857,255.212,434.2115,160.22389571408513,43.58307016094261,35.10368928403096,66.89921533918567,66.89921533918567,0.017881838689210207
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__second_blind_v04,64|64|64|64,4,37748736,296.0755|296.0755|296.0755|296.0755,296.07550000000003,1184.3020000000001,592.1510000000001,430.9737375253179,436.56339941653255,565.5343272216971,283.2115,488.001,191.92549999999994,57.02726247468206,51.43760058346743,77.53332722169716,77.53332722169716,0.015304271917475475
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__second_blind_v05,36|40|48|56,4,26542080,195.63076355|214.989533465|248.489|273.987604286,273.98760428591487,933.0969013004043,522.4766042859148,368.95202669418234,357.7444251631753,447.4349513285288,250.8185,420.573,146.5853957140851,51.62097330581764,62.82857483682466,26.861951328528846,26.861951328528846,0.02775499140458375
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__second_blind_v06,36|36|48|48,4,24772608,195.63076355|195.63076355|248.489|248.489,248.489,888.2395270999244,496.978,344.0531902235689,316.42927963871614,407.46847339671757,233.242,382.631,134.14199999999997,38.57780977643108,66.20172036128383,24.8374733967176,24.8374733967176,0.031795646458337136
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__second_blind_v07,40|48|56|64,4,30670848,214.989533465|248.489|273.987604286|296.0755,296.07550000000003,1033.541637750442,570.063104285915,412.1967830398153,397.1177091606639,515.1833655643678,275.604,459.832,163.75649999999996,47.63521696018472,62.714290839336115,55.351365564367825,55.351365564367825,0.0049083143408897275
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__second_blind_v08,36|48|48|64,4,28901376,195.63076355|248.489|248.489|296.0755,296.07550000000003,988.6842635499622,544.5645000000001,390.5203798949403,399.7746783593958,491.32146584559064,275.49,448.5715,152.49599999999998,58.05112010505974,48.79682164060421,42.74996584559062,42.74996584559062,0.008451272539606402
