model_id,configuration,topology_level,vector_id,pages,flow_count,total_payload_bytes,edge_costs_us,max_edge_baseline_us,sum_edge_baseline_us,busiest_endpoint_sum_us,r61_graph_prediction_us,phase65_prediction_us,phase67_prediction_us,matched_solo_max_us,actual_concurrent_wave_us,max_edge_absolute_error_us,r61_graph_absolute_error_us,phase65_absolute_error_us,phase67_absolute_error_us,phase67_signed_error_us,cross_replica_relative_spread
deepseek-v2-lite,P2D2_ALL_TO_ALL,L1,deepseek-v2-lite__p2d2_all_to_all__second_blind_v02,48|48|48|48,4,382205952,2295.5825|2295.5825|2295.5825|2295.5825,2295.5825,9182.33,4591.165,4083.2331550844633,3967.783703364813,4251.696105988519,2298.917,4235.672,1940.0894999999996,152.43884491553627,267.88829663518663,16.024105988519295,16.024105988519295,0.0013277704222611657
deepseek-v2-lite,P2D2_ALL_TO_ALL,L1,deepseek-v2-lite__p2d2_all_to_all__second_blind_v03,56|56|56|56,4,445906944,2709.30192925|2709.30192925|2709.30192925|2709.30192925,2709.3019292467934,10837.207716987174,5418.603858493587,4838.924773915403,4689.166957433816,4954.718708591056,2686.675,4913.572,2204.2700707532067,74.6472260845967,224.40504256618442,41.14670859105627,41.14670859105627,0.000985637332677703
deepseek-v2-lite,P2D2_ALL_TO_ALL,L1,deepseek-v2-lite__p2d2_all_to_all__second_blind_v04,64|64|64|64,4,509607936,3067.682|3067.682|3067.682|3067.682,3067.682,12270.728,6135.364,5493.5346294817555,5314.057555644538,5653.293093848041,2999.179,5637.87,2570.188,144.33537051824442,323.8124443554616,15.42309384804139,15.42309384804139,0.0016390941969218846
deepseek-v2-lite,P2D2_ALL_TO_ALL,L1,deepseek-v2-lite__p2d2_all_to_all__second_blind_v05,36|40|48|56,4,358318080,1760.60850303|1956.53706995|2295.5825|2709.30192925,2709.3019292467934,8722.030002230033,5004.884429246793,4487.221243923572,4299.395706675235,4750.319479449189,2609.563,4548.511,1839.209070753207,61.2897560764286,249.11529332476584,201.80847944918878,201.80847944918878,0.0012206192312166748
deepseek-v2-lite,P2D2_ALL_TO_ALL,L1,deepseek-v2-lite__p2d2_all_to_all__second_blind_v06,36|36|48|48,4,334430208,1760.60850303|1760.60850303|2295.5825|2295.5825,2295.5825,8112.382006062968,4591.165,4083.2331550844633,3919.2193495238107,4263.574193095507,2266.696,4205.844,1910.2615,122.61084491553675,286.62465047618934,57.730193095507275,57.730193095507275,0.0009265678898218608
deepseek-v2-lite,P2D2_ALL_TO_ALL,L1,deepseek-v2-lite__p2d2_all_to_all__second_blind_v07,40|48|56|64,4,414056448,1956.53706995|2295.5825|2709.30192925|3067.682,3067.682,10029.103499198549,5776.983929246793,5188.875174178686,4957.841068756258,5472.014973167697,3004.028,5242.514,2174.8320000000003,53.63882582131373,284.6729312437419,229.50097316769643,229.50097316769643,0.0010031446744825125
deepseek-v2-lite,P2D2_ALL_TO_ALL,L1,deepseek-v2-lite__p2d2_all_to_all__second_blind_v08,36|48|48|64,4,390168576,1760.60850303|2295.5825|2295.5825|3067.682,3067.682,9419.455503031484,5363.264499999999,4837.171644186855,4636.404987918147,5185.268694353237,3003.329,4918.142,1850.46,80.97035581314503,281.7370120818532,267.1266943532373,267.1266943532373,0.0003056032135712433
deepseek-v2-lite,P2D2_ALL_TO_ALL,L1,deepseek-v2-lite__p2d2_all_to_all__second_blind_v09,40|40|40|64,4,366280704,1956.53706995|1956.53706995|1956.53706995|3067.682,3067.682,8937.293209855268,5024.219069951756,4548.948597005684,4373.778230003732,4863.817417975913,3016.49,4565.976,1498.2939999999999,17.027402994315707,192.1977699962681,297.8414179759129,297.8414179759129,0.0017317217611304229
deepseek-v2-lite,P2D2_ALL_TO_ALL,L2,deepseek-v2-lite__p2d2_all_to_all__second_blind_v00,36|36|36|36,4,286654464,1773.37771384|1773.37771384|1773.37771384|1773.37771384,1773.3777138437054,7093.510855374821,3546.7554276874107,3129.384357288913,3057.239597148522,3204.180214522172,1725.589,3199.108,1425.7302861562948,69.723642711087,141.8684028514781,5.072214522171635,5.072214522171635,0.0004888862770498231
deepseek-v2-lite,P2D2_ALL_TO_ALL,L2,deepseek-v2-lite__p2d2_all_to_all__second_blind_v01,40|40|40|40,4,318504960,1972.94094669|1972.94094669|1972.94094669|1972.94094669,1972.9409466903257,7891.763786761303,3945.8818933806515,3493.9025593070196,3405.208689548939,3555.3876466127213,1926.152,3551.796,1578.855053309674,57.89344069298022,146.5873104510606,3.5916466127214335,3.5916466127214335,0.004944259186056771
deepseek-v2-lite,P2D2_ALL_TO_ALL,L2,deepseek-v2-lite__p2d2_all_to_all__second_blind_v02,48|48|48|48,4,382205952,2318.276|2318.276|2318.276|2318.276,2318.276,9273.104,4636.552,4124.6846474235135,4007.353299856858,4253.434688511322,2306.912,4237.214,1918.938,112.52935257648642,229.8607001431419,16.220688511321896,16.220688511321896,0.0020128792173346784
deepseek-v2-lite,P2D2_ALL_TO_ALL,L2,deepseek-v2-lite__p2d2_all_to_all__second_blind_v03,56|56|56|56,4,445906944,2737.60215901|2737.60215901|2737.60215901|2737.60215901,2737.602159011447,10950.408636045788,5475.204318022894,4890.617406487853,4738.512746863366,4956.886830954734,2685.294,4933.677,2196.0748409885528,43.05959351214642,195.1642531366333,23.20983095473457,23.20983095473457,0.000613741029256544
deepseek-v2-lite,P2D2_ALL_TO_ALL,L2,deepseek-v2-lite__p2d2_all_to_all__second_blind_v04,64|64|64|64,4,509607936,3100.839|3100.839|3100.839|3100.839,3100.839,12403.356,6201.678,5554.098541240009,5371.871868592595,5655.833300546373,3068.447,5640.059,2539.2200000000003,85.96045875999152,268.1871314074051,15.774300546372615,15.774300546372615,0.0004939664638260093
deepseek-v2-lite,P2D2_ALL_TO_ALL,L2,deepseek-v2-lite__p2d2_all_to_all__second_blind_v05,36|40|48|56,4,358318080,1773.37771384|1972.94094669|2318.276|2737.60215901,2737.602159011447,8802.196819545477,5055.878159011447,4534.147586806585,4343.2609970293015,4772.530999695654,2628.338,4650.36,1912.7578409885527,116.21241319341425,307.09900297069817,122.17099969565425,122.17099969565425,0.001031963116833961
deepseek-v2-lite,P2D2_ALL_TO_ALL,L2,deepseek-v2-lite__p2d2_all_to_all__second_blind_v06,36|36|48|48,4,334430208,1773.37771384|1773.37771384|2318.276|2318.276,2318.276,8183.30742768741,4636.552,4124.6846474235135,3957.8880299069106,4280.204271682205,2299.121,4226.027,1907.7510000000002,101.34235257648652,268.1389700930895,54.17727168220517,54.17727168220517,0.0034815205865934454
deepseek-v2-lite,P2D2_ALL_TO_ALL,L2,deepseek-v2-lite__p2d2_all_to_all__second_blind_v07,40|48|56|64,4,414056448,1972.94094669|2318.276|2737.60215901|3100.839,3100.839,10129.658105701772,5838.441159011447,5245.310338009291,5010.751002872634,5494.511907516493,3008.779,5448.444,2347.6050000000005,203.1336619907097,437.69299712736665,46.067907516492596,46.067907516492596,0.0009222816642697521
deepseek-v2-lite,P2D2_ALL_TO_ALL,L2,deepseek-v2-lite__p2d2_all_to_all__second_blind_v08,36|48|48|64,4,390168576,1773.37771384|2318.276|2318.276|3100.839,3100.839,9510.768713843705,5419.115,4888.840518328023,4684.914360864525,5209.958428833117,3008.318,5179.486,2078.647,290.645481671977,494.57163913547447,30.472428833117192,30.472428833117192,0.0014764013263092004
deepseek-v2-lite,P2D2_ALL_TO_ALL,L2,deepseek-v2-lite__p2d2_all_to_all__second_blind_v09,40|40|40|64,4,366280704,1972.94094669|1972.94094669|1972.94094669|3100.839,3100.839,9019.661840070978,5073.779946690325,4595.270652634143,4417.41562055702,4889.899865277671,3018.593,4599.608,1498.7690000000002,4.337347365857568,182.19237944298038,290.2918652776707,290.2918652776707,0.0019877780889154093
deepseek-v2-lite,P2D2_ALL_TO_ALL,L3,deepseek-v2-lite__p2d2_all_to_all__second_blind_v00,36|36|36|36,4,286654464,1771.7918312|1771.7918312|1771.7918312|1771.7918312,1771.791831202851,7087.167324811404,3543.583662405702,3126.4876158370434,3054.474367625428,3204.058717712838,1727.4,3187.511,1415.719168797149,61.02338416295652,133.03663237457204,16.54771771283822,16.54771771283822,0.002401874064120861
deepseek-v2-lite,P2D2_ALL_TO_ALL,L3,deepseek-v2-lite__p2d2_all_to_all__second_blind_v01,40|40|40|40,4,318504960,1974.13715883|1974.13715883|1974.13715883|1974.13715883,1974.137158829843,7896.548635319372,3948.274317659686,3496.087536429856,3407.294468810824,3555.4792901899277,1919.375,3530.703,1556.565841170157,34.61546357014413,123.40853118917585,24.77629018992775,24.77629018992775,0.0016220565706036056
deepseek-v2-lite,P2D2_ALL_TO_ALL,L3,deepseek-v2-lite__p2d2_all_to_all__second_blind_v02,48|48|48|48,4,382205952,2324.2865|2324.2865|2324.2865|2324.2865,2324.2865,9297.146,4648.573,4135.663306277542,4017.8335281035124,4253.895161785753,2302.59,4230.949,1906.6624999999995,95.28569372245784,213.11547189648718,22.946161785753247,22.946161785753247,0.0023585725093824956
deepseek-v2-lite,P2D2_ALL_TO_ALL,L3,deepseek-v2-lite__p2d2_all_to_all__second_blind_v03,56|56|56|56,4,445906944,2744.90429394|2744.90429394|2744.90429394|2744.90429394,2744.9042939421774,10979.61717576871,5489.808587884355,4903.955339822945,4751.24513863808,4957.446258287218,2684.231,4935.174,2190.2697060578225,31.218660177055426,183.9288613619201,22.272258287218392,22.272258287218392,0.0011452483742214648
deepseek-v2-lite,P2D2_ALL_TO_ALL,L3,deepseek-v2-lite__p2d2_all_to_all__second_blind_v04,64|64|64|64,4,509607936,3109.26|3109.26|3109.26|3109.26,3109.26,12437.04,6218.52,5569.480171089399,5386.555173153793,5656.478445782873,3065.878,5654.072,2544.812,84.59182891060118,267.51682684620755,2.4064457828726518,2.4064457828726518,0.005716941701485323
deepseek-v2-lite,P2D2_ALL_TO_ALL,L3,deepseek-v2-lite__p2d2_all_to_all__second_blind_v05,36|40|48|56,4,358318080,1771.7918312|1974.13715883|2324.2865|2744.90429394,2744.9042939421774,8815.119783974871,5069.190793942178,4546.3874992790215,4354.337060671222,4784.216658551356,2618.234,4571.596,1826.691706057822,25.20850072097801,217.25893932877716,212.62065855135643,212.62065855135643,0.003811579150913439
deepseek-v2-lite,P2D2_ALL_TO_ALL,L3,deepseek-v2-lite__p2d2_all_to_all__second_blind_v06,36|36|48|48,4,334430208,1771.7918312|1771.7918312|2324.2865|2324.2865,2324.2865,8192.156662405701,4648.573,4135.663306277542,3967.6786668527307,4292.063193757931,2314.267,4226.51,1902.2235,90.84669372245844,258.83133314726956,65.55319375793079,65.55319375793079,0.007223690468022067
deepseek-v2-lite,P2D2_ALL_TO_ALL,L3,deepseek-v2-lite__p2d2_all_to_all__second_blind_v07,40|48|56|64,4,414056448,1974.13715883|2324.2865|2744.90429394|3109.26,3109.26,10152.58795277202,5854.164293942178,5259.740818923851,5024.151724032294,5502.279387159552,2997.531,5274.808,2165.548,15.0671810761487,250.65627596770628,227.47138715955225,227.47138715955225,0.002902475312845586
deepseek-v2-lite,P2D2_ALL_TO_ALL,L3,deepseek-v2-lite__p2d2_all_to_all__second_blind_v08,36|48|48|64,4,390168576,1771.7918312|2324.2865|2324.2865|3109.26,3109.26,9529.624831202851,5433.5465,4902.172978379928,4697.213042878594,5219.69014124146,3009.838,4921.579,1812.3189999999995,19.406021620071442,224.3659571214057,298.11114124146025,298.11114124146025,0.000506544749154587
deepseek-v2-lite,P2D2_ALL_TO_ALL,L3,deepseek-v2-lite__p2d2_all_to_all__second_blind_v09,40|40|40|64,4,366280704,1974.13715883|1974.13715883|1974.13715883|3109.26,3109.26,9031.67147648953,5083.397158829843,4604.5104790913165,4425.985124412618,4900.697606628102,3014.729,4582.924,1473.6639999999998,21.586479091316505,156.93887558738243,317.77360662810224,317.77360662810224,0.0019500650676292904
