model_id,configuration,topology_level,vector_id,replica0_us,replica1_us,official_us,relative_spread,above_threshold
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__second_blind_v07,8669.32,8728.651,8728.651,0.006797270276930551,False
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__second_blind_v08,8171.468,8231.101,8231.101,0.007244838813179515,False
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__second_blind_v09,7694.896,7743.818,7743.818,0.00631755550040051,False
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__second_blind_v00,6057.253,6041.264,6057.253,0.0026396453970140557,False
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__second_blind_v01,6717.691,6722.132,6722.132,0.0006606534950518383,False
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__second_blind_v02,8053.37,8023.78,8053.37,0.0036742382381537353,False
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__second_blind_v03,9402.536,9347.905,9402.536,0.0058102409817946355,False
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__second_blind_v04,10729.504,10725.887,10729.504,0.0003371078476693973,False
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__second_blind_v05,7543.788,7566.222,7566.222,0.002965020058888068,False
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__second_blind_v06,7044.784,7068.606,7068.606,0.003370112862422961,False
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__second_blind_v07,8709.321,8697.854,8709.321,0.0013166353611263786,False
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__second_blind_v08,8176.6,8188.85,8188.85,0.0014959365478669166,False
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__second_blind_v09,7715.508,7715.68,7715.68,2.2292267175476458e-05,False
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__second_blind_v00,6049.525,6059.356,6059.356,0.0016224496464641014,False
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__second_blind_v01,6704.645,6713.215,6713.215,0.001276586553536526,False
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__second_blind_v02,8039.933,8045.295,8045.295,0.0006664764934039187,False
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__second_blind_v03,9370.583,9400.532,9400.532,0.0031858835223366835,False
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__second_blind_v04,10721.825,10715.481,10721.825,0.0005916903139158642,False
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__second_blind_v05,7516.412,7505.431,7516.412,0.001460936414874634,False
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__second_blind_v06,7025.077,7035.063,7035.063,0.0014194613466858613,False
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__second_blind_v07,8697.648,8709.852,8709.852,0.001401171914287584,False
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__second_blind_v08,8206.964,8209.432,8209.432,0.00030062981214787533,False
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__second_blind_v09,7671.018,7661.33,7671.018,0.0012629353757219839,False
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__second_blind_v00,1680.451,1677.546,1680.451,0.0017287025923397783,False
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__second_blind_v01,1856.773,1854.473,1856.773,0.0012387082319701734,False
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__second_blind_v02,2222.572,2216.269,2222.572,0.002835903628768984,False
