model_id,configuration,topology_level,vector_id,replica0_us,replica1_us,official_us,relative_spread,above_threshold
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__v03,91.155,88.10249999999999,91.155,0.033486917887115455,False
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__v04,116.18299999999999,110.652,116.18299999999999,0.04760593202103571,False
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__v05,79.367,75.4375,79.367,0.049510501845855384,False
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__v06,90.274,78.27250000000001,90.274,0.1329452555553093,False
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__v07,111.6935,100.99199999999999,111.6935,0.09581130504460877,False
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__v08,111.5975,100.803,111.5975,0.09672707721947175,False
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__v09,111.315,100.6965,111.315,0.0953914566769977,False
qwen3-8b,P2D2_ALL_TO_ALL,L1,qwen3-8b__p2d2_all_to_all__v00,103.09100000000001,99.7315,103.09100000000001,0.03258771376744828,False
qwen3-8b,P2D2_ALL_TO_ALL,L1,qwen3-8b__p2d2_all_to_all__v01,102.7205,98.6685,102.7205,0.039446848486913585,False
qwen3-8b,P2D2_ALL_TO_ALL,L1,qwen3-8b__p2d2_all_to_all__v02,105.8675,104.9665,105.8675,0.00851063829787244,False
qwen3-8b,P2D2_ALL_TO_ALL,L1,qwen3-8b__p2d2_all_to_all__v03,123.69800000000001,126.995,126.995,0.025961652033544603,False
qwen3-8b,P2D2_ALL_TO_ALL,L1,qwen3-8b__p2d2_all_to_all__v04,182.62,179.864,182.62,0.015091446719964955,False
qwen3-8b,P2D2_ALL_TO_ALL,L1,qwen3-8b__p2d2_all_to_all__v05,113.18700000000001,111.1325,113.18700000000001,0.01815137780840572,False
qwen3-8b,P2D2_ALL_TO_ALL,L1,qwen3-8b__p2d2_all_to_all__v06,110.689,108.9225,110.689,0.015959128730045385,False
qwen3-8b,P2D2_ALL_TO_ALL,L1,qwen3-8b__p2d2_all_to_all__v07,147.9745,147.8605,147.9745,0.0007704030086265155,False
qwen3-8b,P2D2_ALL_TO_ALL,L1,qwen3-8b__p2d2_all_to_all__v08,150.82999999999998,156.731,156.731,0.03765049671092516,False
qwen3-8b,P2D2_ALL_TO_ALL,L1,qwen3-8b__p2d2_all_to_all__v09,158.3385,157.009,158.3385,0.008396568111988077,False
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__v00,92.94,95.1795,95.1795,0.023529226356515914,False
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__v01,92.9645,95.52000000000001,95.52000000000001,0.026753559463986692,False
