model,tp,profile_id,source,segment,split,strategy,batch_count,request_count,input_tokens,actual_output_tokens,prefill_wall_us_per_1000,decode_wall_us_per_1000,total_wall_us_per_1000,arrival_span_ms
qwen3-8b,2,profile_08_burstgpt_2_c2,burstgpt,burstgpt_2,validation,latency,11,32,62754,4010,14591182.96043016,1014378158.6084515,1028969341.5688816,228000.0
qwen3-8b,2,profile_08_burstgpt_2_c2,burstgpt,burstgpt_2,validation,throughput,2,32,62754,4010,13346810.213988647,181695003.67366707,195041813.88765574,228000.0
qwen3-8b,2,profile_09_burstgpt_2_c3,burstgpt,burstgpt_2,validation,balanced,4,32,30550,3144,6737184.477970004,365817286.16147304,372554470.63944304,298000.0
qwen3-8b,2,profile_09_burstgpt_2_c3,burstgpt,burstgpt_2,validation,latency,8,32,30550,3144,7469381.293049082,734250707.3481102,741720088.6411593,298000.0
qwen3-8b,2,profile_09_burstgpt_2_c3,burstgpt,burstgpt_2,validation,throughput,2,32,30550,3144,6486389.5531743765,180452539.11986947,186938928.67304385,298000.0
qwen3-8b,2,profile_10_burstgpt_2_c4,burstgpt,burstgpt_2,validation,balanced,4,32,3794,645,3245067.1424157917,149995327.78165305,153240394.9240688,299000.0
qwen3-8b,2,profile_10_burstgpt_2_c4,burstgpt,burstgpt_2,validation,latency,8,32,3794,645,6786919.228034094,204973913.75829464,211760832.98632875,299000.0
qwen3-8b,2,profile_10_burstgpt_2_c4,burstgpt,burstgpt_2,validation,throughput,2,32,3794,645,1591903.1866360456,84527168.4229374,86119071.60957344,299000.0
qwen3-8b,2,profile_11_burstgpt_3_c0,burstgpt,burstgpt_3,temporal_test,balanced,4,32,29547,3101,6498688.511783257,366654975.57260096,373153664.0843842,293000.0
qwen3-8b,2,profile_11_burstgpt_3_c0,burstgpt,burstgpt_3,temporal_test,latency,8,32,29547,3101,7955529.756145552,707186013.3728478,715141543.1289934,293000.0
qwen3-8b,2,profile_11_burstgpt_3_c0,burstgpt,burstgpt_3,temporal_test,throughput,2,32,29547,3101,6354084.558552131,179184319.77159345,185538404.33014557,293000.0
qwen3-8b,2,profile_12_burstgpt_3_c1,burstgpt,burstgpt_3,temporal_test,balanced,4,32,1351,386,2980597.28811495,166790266.5794827,169770863.86759764,284000.0
qwen3-8b,2,profile_12_burstgpt_3_c1,burstgpt,burstgpt_3,temporal_test,latency,8,32,1351,386,6715088.7043681,196702354.03464174,203417442.73900986,284000.0
qwen3-8b,2,profile_12_burstgpt_3_c1,burstgpt,burstgpt_3,temporal_test,throughput,2,32,1351,386,1589737.8034424037,95905649.91231076,97495387.71575317,284000.0
qwen3-8b,2,profile_13_burstgpt_3_c2,burstgpt,burstgpt_3,temporal_test,balanced,4,32,14597,1819,3871450.1133654267,364495065.64531475,368366515.75868016,290000.0
qwen3-8b,2,profile_13_burstgpt_3_c2,burstgpt,burstgpt_3,temporal_test,latency,8,32,14597,1819,6619394.11656931,723909296.2117865,730528690.3283559,290000.0
qwen3-8b,2,profile_13_burstgpt_3_c2,burstgpt,burstgpt_3,temporal_test,throughput,2,32,14597,1819,3415380.517253652,182100745.35454625,185516125.8717999,290000.0
qwen3-8b,2,profile_14_burstgpt_3_c3,burstgpt,burstgpt_3,temporal_test,balanced,4,32,18930,1461,4827353.841392323,331168680.7719525,335996034.6133448,296000.0
qwen3-8b,2,profile_14_burstgpt_3_c3,burstgpt,burstgpt_3,temporal_test,latency,8,32,18930,1461,7632023.567566648,549352889.9969532,556984913.56452,296000.0
qwen3-8b,2,profile_14_burstgpt_3_c3,burstgpt,burstgpt_3,temporal_test,throughput,2,32,18930,1461,4242516.617523506,181444730.58055156,185687247.19807506,296000.0
qwen3-8b,2,profile_15_burstgpt_3_c4,burstgpt,burstgpt_3,temporal_test,balanced,4,32,6097,322,3203436.2957347184,136685016.5068172,139888452.80255193,284000.0
qwen3-8b,2,profile_15_burstgpt_3_c4,burstgpt,burstgpt_3,temporal_test,latency,8,32,6097,322,6158702.570246533,143085233.6634416,149243936.23368815,284000.0
qwen3-8b,2,profile_15_burstgpt_3_c4,burstgpt,burstgpt_3,temporal_test,throughput,2,32,6097,322,1827584.2012371868,133753965.92891775,135581550.13015494,284000.0
qwen3-8b,2,profile_16_mooncake_conversation_c0,mooncake,mooncake_conversation,external_test,balanced,6,32,163424,3519,37367601.93714872,546544567.1870838,583912169.1242326,294000.0
qwen3-8b,2,profile_16_mooncake_conversation_c0,mooncake,mooncake_conversation,external_test,latency,27,32,163424,3519,41666493.2272397,2197743527.9404745,2239410021.167714,294000.0
qwen3-8b,2,profile_16_mooncake_conversation_c0,mooncake,mooncake_conversation,external_test,throughput,3,32,163424,3519,37458627.19370052,268922254.7924146,306380881.9861151,294000.0
qwen3-8b,2,profile_17_mooncake_conversation_c1,mooncake,mooncake_conversation,external_test,balanced,6,32,172375,3497,40122171.165421605,549041356.8622898,589163528.0277114,299999.0
qwen3-8b,2,profile_17_mooncake_conversation_c1,mooncake,mooncake_conversation,external_test,latency,25,32,172375,3497,42318349.84966554,1972815951.0414116,2015134300.891077,299999.0
qwen3-8b,2,profile_17_mooncake_conversation_c1,mooncake,mooncake_conversation,external_test,throughput,3,32,172375,3497,39336306.21759221,269644416.75227135,308980722.96986353,299999.0
qwen3-8b,2,profile_18_mooncake_conversation_c2,mooncake,mooncake_conversation,external_test,balanced,7,32,186555,3432,42917208.7169718,628372139.4720488,671289348.1890205,297000.0
qwen3-8b,2,profile_18_mooncake_conversation_c2,mooncake,mooncake_conversation,external_test,latency,27,32,186555,3432,45883925.95178448,1998848739.5166886,2044732665.468473,297000.0
qwen3-8b,2,profile_18_mooncake_conversation_c2,mooncake,mooncake_conversation,external_test,throughput,3,32,186555,3432,42829929.85099554,268696555.63496053,311526485.4859561,297000.0
qwen3-8b,2,profile_19_mooncake_conversation_c3,mooncake,mooncake_conversation,external_test,balanced,7,32,175061,3483,40336943.755391985,638698489.7835646,679035433.5389565,297000.0
qwen3-8b,2,profile_19_mooncake_conversation_c3,mooncake,mooncake_conversation,external_test,latency,26,32,175061,3483,42906867.16558412,2042669822.9857721,2085576690.1513562,297000.0
qwen3-8b,2,profile_19_mooncake_conversation_c3,mooncake,mooncake_conversation,external_test,throughput,3,32,175061,3483,39751338.71426806,270768331.04365504,310519669.7579231,297000.0
qwen3-8b,2,profile_20_mooncake_toolagent_c0,mooncake,mooncake_toolagent,external_test,balanced,6,32,167738,2058,37974831.18250966,545554156.0368147,583528987.2193244,294000.0
qwen3-8b,2,profile_20_mooncake_toolagent_c0,mooncake,mooncake_toolagent,external_test,latency,26,32,167738,2058,40724402.81743184,1268791342.7653258,1309515745.5827575,294000.0
qwen3-8b,2,profile_20_mooncake_toolagent_c0,mooncake,mooncake_toolagent,external_test,throughput,3,32,167738,2058,37624744.17453632,274603593.8325804,312228338.0071167,294000.0
qwen3-8b,2,profile_21_mooncake_toolagent_c1,mooncake,mooncake_toolagent,external_test,balanced,7,32,197503,2057,45472806.23228289,639260887.2847631,684733693.5170461,296999.0
qwen3-8b,2,profile_21_mooncake_toolagent_c1,mooncake,mooncake_toolagent,external_test,latency,29,32,197503,2057,48154760.90880111,1411271996.5633006,1459426757.4721017,296999.0
qwen3-8b,2,profile_21_mooncake_toolagent_c1,mooncake,mooncake_toolagent,external_test,throughput,4,32,197503,2057,45393559.004878625,366274027.0374343,411667586.0423129,296999.0
qwen3-8b,2,profile_22_mooncake_toolagent_c2,mooncake,mooncake_toolagent,external_test,balanced,7,32,199717,1988,45917997.31133506,635508387.0585077,681426384.3698428,297000.0
qwen3-8b,2,profile_22_mooncake_toolagent_c2,mooncake,mooncake_toolagent,external_test,latency,28,32,199717,1988,48167568.60236637,1353914679.9885201,1402082248.5908866,297000.0
qwen3-8b,2,profile_22_mooncake_toolagent_c2,mooncake,mooncake_toolagent,external_test,throughput,4,32,199717,1988,45725060.21941081,365195877.06425226,410920937.2836631,297000.0
qwen3-8b,2,profile_23_mooncake_toolagent_c3,mooncake,mooncake_toolagent,external_test,balanced,7,32,188607,2043,43207210.48861742,614526433.9575078,657733644.4461253,296999.0
qwen3-8b,2,profile_23_mooncake_toolagent_c3,mooncake,mooncake_toolagent,external_test,latency,31,32,188607,2043,47084225.77823512,1408944523.4567392,1456028749.2349744,296999.0
qwen3-8b,2,profile_23_mooncake_toolagent_c3,mooncake,mooncake_toolagent,external_test,throughput,3,32,188607,2043,43253356.88190535,274972131.3302871,318225488.2121924,296999.0
qwen3-8b,2,profile_24_mooncake_synthetic_c0,mooncake,mooncake_synthetic,external_synthetic,balanced,6,32,146417,2307,34378863.02708648,537455164.5072643,571834027.5343508,299353.0
qwen3-8b,2,profile_24_mooncake_synthetic_c0,mooncake,mooncake_synthetic,external_synthetic,latency,25,32,146417,2307,40448661.66077554,1351858875.8597617,1392307537.5205371,299353.0
qwen3-8b,2,profile_24_mooncake_synthetic_c0,mooncake,mooncake_synthetic,external_synthetic,throughput,3,32,146417,2307,33726251.3639871,275643962.7555665,309370214.11955357,299353.0
qwen3-8b,4,profile_01_burstgpt_1_c0,burstgpt,burstgpt_1,train,balanced,4,32,17777,1473,4538742.0686893165,324488600.6577872,329027342.7264765,295000.0
qwen3-8b,4,profile_01_burstgpt_1_c0,burstgpt,burstgpt_1,train,latency,8,32,17777,1473,33484293.526271358,535730978.85237074,569215272.3786421,295000.0
qwen3-8b,4,profile_01_burstgpt_1_c0,burstgpt,burstgpt_1,train,throughput,2,32,17777,1473,3100486.967014149,189805419.9409671,192905906.90798128,295000.0
qwen3-8b,4,profile_02_burstgpt_1_c1,burstgpt,burstgpt_1,train,balanced,4,32,5763,386,4080828.308360651,193879093.8875172,197959922.19587788,281000.0
qwen3-8b,4,profile_02_burstgpt_1_c1,burstgpt,burstgpt_1,train,latency,8,32,5763,386,7618682.604515925,204449758.1955511,212068440.80006704,281000.0
qwen3-8b,4,profile_02_burstgpt_1_c1,burstgpt,burstgpt_1,train,throughput,2,32,5763,386,1744397.0136810094,185542062.97267228,187286459.98635328,281000.0
qwen3-8b,4,profile_03_burstgpt_1_c2,burstgpt,burstgpt_1,train,balanced,4,32,14124,2022,3929843.5440286994,315164005.7913028,319093849.33533144,299000.0
qwen3-8b,4,profile_03_burstgpt_1_c2,burstgpt,burstgpt_1,train,latency,8,32,14124,2022,7268396.468134597,598540924.7223288,605809321.1904634,299000.0
qwen3-8b,4,profile_03_burstgpt_1_c2,burstgpt,burstgpt_1,train,throughput,2,32,14124,2022,2291590.0335647166,190762722.3408781,193054312.37444282,299000.0
qwen3-8b,4,profile_04_burstgpt_1_c3,burstgpt,burstgpt_1,train,balanced,4,32,9880,1986,3765392.4664482474,225387149.3448969,229152541.81134516,292000.0
qwen3-8b,4,profile_04_burstgpt_1_c3,burstgpt,burstgpt_1,train,latency,8,32,9880,1986,7151943.689677864,428519866.16733485,435671809.8570127,292000.0
qwen3-8b,4,profile_04_burstgpt_1_c3,burstgpt,burstgpt_1,train,throughput,2,32,9880,1986,1959008.222911507,190202779.22390962,192161787.4468211,292000.0
qwen3-8b,4,profile_05_burstgpt_1_c4,burstgpt,burstgpt_1,train,balanced,4,32,24182,1739,3953783.627366647,375869751.9369889,379823535.56435555,296000.0
qwen3-8b,4,profile_05_burstgpt_1_c4,burstgpt,burstgpt_1,train,latency,8,32,24182,1739,7287646.934855729,656164506.6249185,663452153.5597742,296000.0
qwen3-8b,4,profile_05_burstgpt_1_c4,burstgpt,burstgpt_1,train,throughput,2,32,24182,1739,3585784.405004233,188086439.88450056,191672224.28950483,296000.0
qwen3-8b,4,profile_06_burstgpt_2_c0,burstgpt,burstgpt_2,validation,balanced,4,32,9100,851,3692975.7334291935,303704059.9156171,307397035.6490463,299000.0
qwen3-8b,4,profile_06_burstgpt_2_c0,burstgpt,burstgpt_2,validation,latency,8,32,9100,851,7412192.935589701,426368760.38159245,433780953.3171821,299000.0
qwen3-8b,4,profile_06_burstgpt_2_c0,burstgpt,burstgpt_2,validation,throughput,2,32,9100,851,1786996.0574898869,187519090.57027662,189306086.6277665,299000.0
qwen3-8b,4,profile_07_burstgpt_2_c1,burstgpt,burstgpt_2,validation,balanced,4,32,18897,904,3686668.147565797,229145303.77602205,232831971.92358786,184000.0
qwen3-8b,4,profile_07_burstgpt_2_c1,burstgpt,burstgpt_2,validation,latency,8,32,18897,904,7069782.499456778,349009499.0120269,356079281.5114837,184000.0
qwen3-8b,4,profile_07_burstgpt_2_c1,burstgpt,burstgpt_2,validation,throughput,2,32,18897,904,2765396.551694721,143520995.56708708,146286392.1187818,184000.0
qwen3-8b,4,profile_08_burstgpt_2_c2,burstgpt,burstgpt_2,validation,balanced,4,32,62754,4010,9128952.980972826,380265667.6270999,389394620.60807276,228000.0
qwen3-8b,4,profile_08_burstgpt_2_c2,burstgpt,burstgpt_2,validation,latency,11,32,62754,4010,11029618.006432429,1030431674.5023243,1041461292.5087568,228000.0
qwen3-8b,4,profile_08_burstgpt_2_c2,burstgpt,burstgpt_2,validation,throughput,2,32,62754,4010,8971531.99184686,188414390.4899247,197385922.48177156,228000.0
qwen3-8b,4,profile_09_burstgpt_2_c3,burstgpt,burstgpt_2,validation,balanced,4,32,30550,3144,4739281.98334761,379704630.70087135,384443912.68421894,298000.0
qwen3-8b,4,profile_09_burstgpt_2_c3,burstgpt,burstgpt_2,validation,latency,8,32,30550,3144,7193730.736616999,748074902.1051452,755268632.8417622,298000.0
qwen3-8b,4,profile_09_burstgpt_2_c3,burstgpt,burstgpt_2,validation,throughput,2,32,30550,3144,4395039.984956384,188530803.687172,192925843.67212838,298000.0
qwen3-8b,4,profile_10_burstgpt_2_c4,burstgpt,burstgpt_2,validation,balanced,4,32,3794,645,3392952.2323887795,155058777.68737262,158451729.91976142,299000.0
qwen3-8b,4,profile_10_burstgpt_2_c4,burstgpt,burstgpt_2,validation,latency,8,32,3794,645,7087577.483616769,210191598.42398947,217279175.90760624,299000.0
qwen3-8b,4,profile_10_burstgpt_2_c4,burstgpt,burstgpt_2,validation,throughput,2,32,3794,645,1744652.9236622155,87162620.53349055,88907273.45715277,299000.0
qwen3-8b,4,profile_11_burstgpt_3_c0,burstgpt,burstgpt_3,temporal_test,balanced,4,32,29547,3101,4604653.862770647,379883634.8869372,384488288.7497079,293000.0
qwen3-8b,4,profile_11_burstgpt_3_c0,burstgpt,burstgpt_3,temporal_test,latency,8,32,29547,3101,7138833.636417985,720297754.1601286,727436587.7965465,293000.0
qwen3-8b,4,profile_11_burstgpt_3_c0,burstgpt,burstgpt_3,temporal_test,throughput,2,32,29547,3101,4244921.205099672,187498882.99498707,191743804.20008674,293000.0
qwen3-8b,4,profile_12_burstgpt_3_c1,burstgpt,burstgpt_3,temporal_test,balanced,4,32,1351,386,3238863.07887733,169716896.72209322,172955759.80097055,284000.0
qwen3-8b,4,profile_12_burstgpt_3_c1,burstgpt,burstgpt_3,temporal_test,latency,8,32,1351,386,6711876.456392929,199822651.36786735,206534527.8242603,284000.0
qwen3-8b,4,profile_12_burstgpt_3_c1,burstgpt,burstgpt_3,temporal_test,throughput,2,32,1351,386,1669373.8871254027,97916719.82384287,99586093.71096827,284000.0
qwen3-8b,4,profile_13_burstgpt_3_c2,burstgpt,burstgpt_3,temporal_test,balanced,4,32,14597,1819,3548851.0329741985,378337084.8104823,381885935.8434565,290000.0
qwen3-8b,4,profile_13_burstgpt_3_c2,burstgpt,burstgpt_3,temporal_test,latency,8,32,14597,1819,6929401.744855568,741466809.3551881,748396211.1000438,290000.0
qwen3-8b,4,profile_13_burstgpt_3_c2,burstgpt,burstgpt_3,temporal_test,throughput,2,32,14597,1819,2339219.528948888,190667600.45825505,193006819.98720393,290000.0
qwen3-8b,4,profile_14_burstgpt_3_c3,burstgpt,burstgpt_3,temporal_test,balanced,4,32,18930,1461,3925096.767488867,341008436.13850886,344933532.9059977,296000.0
qwen3-8b,4,profile_14_burstgpt_3_c3,burstgpt,burstgpt_3,temporal_test,latency,8,32,18930,1461,7272341.6378721595,563791784.8071084,571064126.4449805,296000.0
qwen3-8b,4,profile_14_burstgpt_3_c3,burstgpt,burstgpt_3,temporal_test,throughput,2,32,18930,1461,2922871.644841507,187977931.34581298,190900802.99065447,296000.0
qwen3-8b,4,profile_15_burstgpt_3_c4,burstgpt,burstgpt_3,temporal_test,balanced,4,32,6097,322,3388970.94479762,142427053.82639542,145816024.77119303,284000.0
qwen3-8b,4,profile_15_burstgpt_3_c4,burstgpt,burstgpt_3,temporal_test,latency,8,32,6097,322,6535308.23183246,146777848.88772294,153313157.1195554,284000.0
qwen3-8b,4,profile_15_burstgpt_3_c4,burstgpt,burstgpt_3,temporal_test,throughput,2,32,6097,322,1818399.7308369726,138725819.61913967,140544219.34997663,284000.0
qwen3-8b,4,profile_16_mooncake_conversation_c0,mooncake,mooncake_conversation,external_test,balanced,6,32,163424,3519,24194346.624426544,567517552.7867396,591711899.4111661,294000.0
qwen3-8b,4,profile_16_mooncake_conversation_c0,mooncake,mooncake_conversation,external_test,latency,27,32,163424,3519,30841690.866509452,2250194880.500203,2281036571.3667126,294000.0
qwen3-8b,4,profile_16_mooncake_conversation_c0,mooncake,mooncake_conversation,external_test,throughput,3,32,163424,3519,23950997.88554944,281104408.117244,305055406.00279343,294000.0
qwen3-8b,4,profile_17_mooncake_conversation_c1,mooncake,mooncake_conversation,external_test,balanced,6,32,172375,3497,25677655.037725344,566379282.9145677,592056937.952293,299999.0
qwen3-8b,4,profile_17_mooncake_conversation_c1,mooncake,mooncake_conversation,external_test,latency,25,32,172375,3497,30263649.474363774,2036303332.3083072,2066566981.782671,299999.0
qwen3-8b,4,profile_17_mooncake_conversation_c1,mooncake,mooncake_conversation,external_test,throughput,3,32,172375,3497,25139823.934296146,280369768.38484406,305509592.3191402,299999.0
qwen3-8b,4,profile_18_mooncake_conversation_c2,mooncake,mooncake_conversation,external_test,balanced,7,32,186555,3432,28012744.325678796,649771194.5266929,677783938.8523717,297000.0
qwen3-8b,4,profile_18_mooncake_conversation_c2,mooncake,mooncake_conversation,external_test,latency,27,32,186555,3432,32852656.964678317,2068273063.7781787,2101125720.742857,297000.0
qwen3-8b,4,profile_18_mooncake_conversation_c2,mooncake,mooncake_conversation,external_test,throughput,3,32,186555,3432,27262870.396953076,282902095.670579,310164966.06753206,297000.0
qwen3-8b,4,profile_19_mooncake_conversation_c3,mooncake,mooncake_conversation,external_test,balanced,7,32,175061,3483,26194622.33269587,656829618.7906526,683024241.1233485,297000.0
qwen3-8b,4,profile_19_mooncake_conversation_c3,mooncake,mooncake_conversation,external_test,latency,26,32,175061,3483,30528025.32329224,2104034554.2423892,2134562579.5656815,297000.0
qwen3-8b,4,profile_19_mooncake_conversation_c3,mooncake,mooncake_conversation,external_test,throughput,3,32,175061,3483,25486969.883786514,281341309.9502213,306828279.83400786,297000.0
qwen3-8b,4,profile_20_mooncake_toolagent_c0,mooncake,mooncake_toolagent,external_test,balanced,6,32,167738,2058,24581779.318396002,562489367.3521001,587071146.6704961,294000.0
qwen3-8b,4,profile_20_mooncake_toolagent_c0,mooncake,mooncake_toolagent,external_test,latency,26,32,167738,2058,29285224.82397966,1312047104.8459876,1341332329.6699672,294000.0
qwen3-8b,4,profile_20_mooncake_toolagent_c0,mooncake,mooncake_toolagent,external_test,throughput,3,32,167738,2058,24206948.786741123,283433162.4326296,307640111.2193707,294000.0
qwen3-8b,4,profile_21_mooncake_toolagent_c1,mooncake,mooncake_toolagent,external_test,balanced,7,32,197503,2057,29250979.278003797,651940050.360281,681191029.6382848,296999.0
qwen3-8b,4,profile_21_mooncake_toolagent_c1,mooncake,mooncake_toolagent,external_test,latency,29,32,197503,2057,34407052.473397925,1451458842.959255,1485865895.432653,296999.0
qwen3-8b,4,profile_21_mooncake_toolagent_c1,mooncake,mooncake_toolagent,external_test,throughput,4,32,197503,2057,28851787.908934057,374208958.17922425,403060746.08815837,296999.0
qwen3-8b,4,profile_22_mooncake_toolagent_c2,mooncake,mooncake_toolagent,external_test,balanced,7,32,199717,1988,29609113.174956292,653055930.8303055,682665044.0052618,297000.0
qwen3-8b,4,profile_22_mooncake_toolagent_c2,mooncake,mooncake_toolagent,external_test,latency,28,32,199717,1988,33498831.238830462,1397772819.7351098,1431271650.9739404,297000.0
qwen3-8b,4,profile_22_mooncake_toolagent_c2,mooncake,mooncake_toolagent,external_test,throughput,4,32,199717,1988,29069747.39744328,375315090.9615215,404384838.3589648,297000.0
qwen3-8b,4,profile_23_mooncake_toolagent_c3,mooncake,mooncake_toolagent,external_test,balanced,7,32,188607,2043,27989553.14210616,634014815.9360979,662004369.078204,296999.0
qwen3-8b,4,profile_23_mooncake_toolagent_c3,mooncake,mooncake_toolagent,external_test,latency,31,32,188607,2043,34575050.66762678,1458392542.5249617,1492967593.1925886,296999.0
qwen3-8b,4,profile_23_mooncake_toolagent_c3,mooncake,mooncake_toolagent,external_test,throughput,3,32,188607,2043,27425190.0264062,284855772.91576195,312280962.9421681,296999.0
qwen3-8b,4,profile_24_mooncake_synthetic_c0,mooncake,mooncake_synthetic,external_synthetic,balanced,6,32,146417,2307,22051821.229979396,550037589.9719074,572089411.2018869,299353.0
qwen3-8b,4,profile_24_mooncake_synthetic_c0,mooncake,mooncake_synthetic,external_synthetic,latency,25,32,146417,2307,29514129.768358544,1398488083.4177601,1428002213.1861188,299353.0
qwen3-8b,4,profile_24_mooncake_synthetic_c0,mooncake,mooncake_synthetic,external_synthetic,throughput,3,32,146417,2307,21658636.51316613,283189539.8267079,304848176.339874,299353.0
qwen3-8b,8,profile_01_burstgpt_1_c0,burstgpt,burstgpt_1,train,balanced,4,32,17777,1473,4653118.20153147,335219299.36250675,339872417.56403816,295000.0
qwen3-8b,8,profile_01_burstgpt_1_c0,burstgpt,burstgpt_1,train,latency,8,32,17777,1473,65767800.37721619,565847250.1381766,631615050.5153928,295000.0
qwen3-8b,8,profile_01_burstgpt_1_c0,burstgpt,burstgpt_1,train,throughput,2,32,17777,1473,2938121.9937931746,195010856.20140657,197948978.19519973,295000.0
qwen3-8b,8,profile_02_burstgpt_1_c1,burstgpt,burstgpt_1,train,balanced,4,32,5763,386,4143057.9440202564,200587544.2700926,204730602.21411288,281000.0
qwen3-8b,8,profile_02_burstgpt_1_c1,burstgpt,burstgpt_1,train,latency,8,32,5763,386,7683074.771193787,211441402.1198172,219124476.891011,281000.0
qwen3-8b,8,profile_02_burstgpt_1_c1,burstgpt,burstgpt_1,train,throughput,2,32,5763,386,1987631.3745044172,194141031.12649173,196128662.50099614,281000.0
qwen3-8b,8,profile_03_burstgpt_1_c2,burstgpt,burstgpt_1,train,balanced,4,32,14124,2022,3983043.4834584594,323574374.5171931,327557418.00065154,299000.0
qwen3-8b,8,profile_03_burstgpt_1_c2,burstgpt,burstgpt_1,train,latency,8,32,14124,2022,7393671.752652153,618898373.8247771,626292045.5774293,299000.0
qwen3-8b,8,profile_03_burstgpt_1_c2,burstgpt,burstgpt_1,train,throughput,2,32,14124,2022,2279860.2876719087,196523457.44543707,198803317.733109,299000.0
qwen3-8b,8,profile_04_burstgpt_1_c3,burstgpt,burstgpt_1,train,balanced,4,32,9880,1986,4006177.7108348906,231713381.8869479,235719559.5977828,292000.0
qwen3-8b,8,profile_04_burstgpt_1_c3,burstgpt,burstgpt_1,train,latency,8,32,9880,1986,7390426.384517923,441264731.69308156,448655158.07759947,292000.0
qwen3-8b,8,profile_04_burstgpt_1_c3,burstgpt,burstgpt_1,train,throughput,2,32,9880,1986,2054807.5262922794,196501719.7362613,198556527.26255357,292000.0
qwen3-8b,8,profile_05_burstgpt_1_c4,burstgpt,burstgpt_1,train,balanced,4,32,24182,1739,3924859.5712706447,388560445.6008878,392485305.1721584,296000.0
qwen3-8b,8,profile_05_burstgpt_1_c4,burstgpt,burstgpt_1,train,latency,8,32,24182,1739,7845193.293178454,685890688.7355261,693735882.0287045,296000.0
qwen3-8b,8,profile_05_burstgpt_1_c4,burstgpt,burstgpt_1,train,throughput,2,32,24182,1739,2980066.8999087065,196098468.93581563,199078535.83572432,296000.0
qwen3-8b,8,profile_06_burstgpt_2_c0,burstgpt,burstgpt_2,validation,balanced,4,32,9100,851,3920858.5512824357,315464707.81904644,319385566.3703289,299000.0
qwen3-8b,8,profile_06_burstgpt_2_c0,burstgpt,burstgpt_2,validation,latency,8,32,9100,851,7727136.195171624,441709276.55068225,449436412.7458539,299000.0
qwen3-8b,8,profile_06_burstgpt_2_c0,burstgpt,burstgpt_2,validation,throughput,2,32,9100,851,1961517.14771986,196668573.45146126,198630090.59918112,299000.0
qwen3-8b,8,profile_07_burstgpt_2_c1,burstgpt,burstgpt_2,validation,balanced,4,32,18897,904,3896283.8298175484,236107353.55759972,240003637.38741726,184000.0
qwen3-8b,8,profile_07_burstgpt_2_c1,burstgpt,burstgpt_2,validation,latency,8,32,18897,904,7561333.215562627,362344740.74444735,369906073.96000993,184000.0
qwen3-8b,8,profile_07_burstgpt_2_c1,burstgpt,burstgpt_2,validation,throughput,2,32,18897,904,2438593.1028518826,148186152.27704868,150624745.37990057,184000.0
qwen3-8b,8,profile_08_burstgpt_2_c2,burstgpt,burstgpt_2,validation,balanced,4,32,62754,4010,7278936.88599579,388204095.0411465,395483031.92714226,228000.0
qwen3-8b,8,profile_08_burstgpt_2_c2,burstgpt,burstgpt_2,validation,latency,11,32,62754,4010,10246065.474348143,1065039821.9877388,1075285887.462087,228000.0
qwen3-8b,8,profile_08_burstgpt_2_c2,burstgpt,burstgpt_2,validation,throughput,2,32,62754,4010,6893869.925988838,195668583.06643552,202562452.99242437,228000.0
qwen3-8b,8,profile_09_burstgpt_2_c3,burstgpt,burstgpt_2,validation,balanced,4,32,30550,3144,4257008.957210928,388493224.1635397,392750233.12075067,298000.0
qwen3-8b,8,profile_09_burstgpt_2_c3,burstgpt,burstgpt_2,validation,latency,8,32,30550,3144,7346671.947743744,772720511.9444989,780067183.8922427,298000.0
qwen3-8b,8,profile_09_burstgpt_2_c3,burstgpt,burstgpt_2,validation,throughput,2,32,30550,3144,3381164.890015498,196593867.20741168,199975032.0974272,298000.0
qwen3-8b,8,profile_10_burstgpt_2_c4,burstgpt,burstgpt_2,validation,balanced,4,32,3794,645,3624018.3690097183,159500159.29411167,163124177.66312137,299000.0
qwen3-8b,8,profile_10_burstgpt_2_c4,burstgpt,burstgpt_2,validation,latency,8,32,3794,645,7525052.031269297,219108694.40762326,226633746.43889254,299000.0
qwen3-8b,8,profile_10_burstgpt_2_c4,burstgpt,burstgpt_2,validation,throughput,2,32,3794,645,1724892.3250008374,90727909.32259522,92452801.64759606,299000.0
qwen3-8b,8,profile_11_burstgpt_3_c0,burstgpt,burstgpt_3,temporal_test,balanced,4,32,29547,3101,4237699.089571834,390269168.7399056,394506867.8294774,293000.0
qwen3-8b,8,profile_11_burstgpt_3_c0,burstgpt,burstgpt_3,temporal_test,latency,8,32,29547,3101,7341772.667132318,745660730.6085061,753002503.2756385,293000.0
qwen3-8b,8,profile_11_burstgpt_3_c0,burstgpt,burstgpt_3,temporal_test,throughput,2,32,29547,3101,3615798.4868623316,196121493.17981675,199737291.66667908,293000.0
qwen3-8b,8,profile_12_burstgpt_3_c1,burstgpt,burstgpt_3,temporal_test,balanced,4,32,1351,386,3347002.2317487746,177878341.259202,181225343.49095076,284000.0
qwen3-8b,8,profile_12_burstgpt_3_c1,burstgpt,burstgpt_3,temporal_test,latency,8,32,1351,386,7316145.318327472,209654759.5865559,216970904.90488335,284000.0
qwen3-8b,8,profile_12_burstgpt_3_c1,burstgpt,burstgpt_3,temporal_test,throughput,2,32,1351,386,1710868.1495301425,101609387.37681136,103320255.5263415,284000.0
qwen3-8b,8,profile_13_burstgpt_3_c2,burstgpt,burstgpt_3,temporal_test,balanced,4,32,14597,1819,3587618.9649570733,387761061.0506963,391348680.0156534,290000.0
