aggregation_scope,parallelism,sample_label,estimator_kind,reference_label,phase,policy,parallel_size,source,full_ge_128,cases,calls_mape,calls_wape,p95_calls_ape,bytes_mape,bytes_wape,p95_bytes_ape,mean_calls_histogram_l1,mean_calls_histogram_tv,mean_bytes_histogram_l1,mean_bytes_histogram_tv,mean_log_payload_emd_log2_bytes,mean_normalized_log_payload_emd,common_reference_cost_mape,common_reference_cost_wape,p95_common_reference_cost_ape,tp_measured_l1_cost_mape,p95_tp_measured_l1_cost_ape
policy,pp,h128,exact_representative,hfull,decode,mb16,,,,72,0.07640209204928926,0.04378285500245641,0.27980437992125984,0.010852246225523115,0.006628810306295149,0.03484838285605677,0.2541821149390954,0.1270910574695477,0.35614700024092816,0.17807350012046408,0.13279458763135338,0.0063235517919692065,0.07383632697795901,0.04286976581239716,0.2693449617895395,,
policy,pp,h128,exact_representative,hfull,decode,mb4,,,,72,0.056030025797199734,0.03921440647644384,0.21190920398009955,0.010852246225523103,0.006628810306295137,0.03484838285605677,0.18114242924989193,0.09057121462494597,0.23702641667445215,0.11851320833722608,0.09124058063183228,0.004344789553896776,0.05471881055487896,0.03846104588089888,0.20720917097362668,,
policy,pp,h128,exact_representative,hfull,prefill,mb1,,,,72,0.002384305162058169,0.003139526910106251,0.01337766560798544,0.021268580703949547,0.013991425541114856,0.051882983409190946,0.49168236381866975,0.24584118190933488,0.4630815816070339,0.23154079080351694,0.043993765206666015,0.002094941200317429,0.018366135875076822,0.013639382646310308,0.04656288961271675,,
policy,pp,h128,exact_representative,hfull,prefill,mb16,,,,72,0.026819746805818227,0.016222333434119933,0.07142857142857136,0.02126858070394956,0.013991425541114875,0.051882983409190946,0.4205529498342706,0.2102764749171353,0.36625273339264286,0.18312636669632143,0.06646426892333317,0.003164965186825389,0.020975611822476464,0.014000758062642962,0.05218476873909768,,
policy,pp,h128,exact_representative,hfull,prefill,mb4,,,,72,0.02126631479533452,0.016756183922832436,0.07386363636363627,0.021268580703949533,0.013991425541114825,0.051882983409190946,1.006004136049289,0.5030020680246445,0.9590497687402144,0.4795248843701072,0.10852028495067703,0.0051676326166989065,0.020202786153539435,0.013938311155049907,0.0541065162248753,,
policy,pp,h128,exact_representative,hfull,total,mb1,,,,72,0.01040250293295069,0.00651124808859418,0.0316009924738596,0.020109930724746657,0.013722145855558834,0.04764687944704208,0.014762571884486526,0.007381285942243263,0.4349826332922181,0.21749131664610905,0.00424418141111809,0.00020210387671990905,0.01138727672014779,0.008144005600013994,0.042516082689297505,,
policy,pp,h128,exact_representative,hfull,total,mb16,,,,72,0.07571594668467782,0.04331181769343319,0.2781892752203722,0.020109930724746674,0.013722145855558872,0.04764687944704208,0.25691317479289527,0.12845658739644764,0.358927797389575,0.1794638986947875,0.13973203757703817,0.006653906551287532,0.053929913116707875,0.026156173740881403,0.20765742563754175,,
policy,pp,h128,exact_representative,hfull,total,mb4,,,,72,0.05498731638561408,0.03867995501165024,0.2062399517684887,0.02010993072474665,0.013722145855558825,0.04764687944704208,0.19560280333561725,0.09780140166780862,0.8897127999135199,0.44485639995675996,0.0997804663634283,0.004751450779210871,0.04157116969587866,0.024284173309089885,0.17794376332766865,,
policy,pp,h32,exact_representative,hfull,decode,mb1,,,,72,0.05343212260803312,0.03160830304896033,0.1738512845849803,0.05343212260803312,0.03160830304896033,0.1738512845849803,0.0,0.0,0.0,0.0,0.0,0.0,0.053432122608033115,0.031608303048960326,0.1738512845849803,,
policy,pp,h32,exact_representative,hfull,decode,mb16,,,,72,0.09863823695309042,0.04743881015208861,0.17422135706340375,0.05343212260803313,0.03160830304896035,0.1738512845849803,0.33100570084451575,0.16550285042225787,0.4151241017371941,0.20756205086859705,0.18466508129269735,0.008793575299652256,0.09557881331641857,0.04662527293692464,0.17157770441043696,,
policy,pp,h32,exact_representative,hfull,decode,mb4,,,,72,0.10423251540473255,0.05524617655671565,0.2803393279075873,0.05343212260803311,0.031608303048960326,0.17385128458498023,0.17105635556736745,0.08552817778368373,0.2206450031202388,0.1103225015601194,0.09920048437578302,0.004723832589323001,0.10213301571136034,0.05444074019557853,0.2781712632198177,,
policy,pp,h32,exact_representative,hfull,prefill,mb1,,,,72,0.009404868325395981,0.012515792118526712,0.05311236279607163,0.06174029344817211,0.04887113724669488,0.14080791060659814,0.940374453362965,0.4701872266814825,0.9253187434585285,0.46265937172926425,0.11557782055891991,0.005503705740900948,0.050549339831071446,0.04771576477174202,0.09815055015764942,,
policy,pp,h32,exact_representative,hfull,prefill,mb16,,,,72,0.08543237361882307,0.05868522077316242,0.30270522388059695,0.06174029344817211,0.048871137246694896,0.14080791060659814,0.586389864080328,0.293194932040164,0.4832462758983499,0.24162313794917495,0.2013804713470621,0.009589546254622007,0.06043755716270568,0.04887597081884679,0.13718241750770813,,
