model_id,configuration,topology_level,pair_id,page_count0,page_count1,payload_bytes0,payload_bytes1,phase51_flow0_us,phase51_flow1_us,phase51_ideal_us,phase51_serial_us,matched_solo_ideal_us,actual_concurrent_wave_us,phase51_absolute_error_us,matched_solo_absolute_error_us,phase51_contention_ratio,matched_solo_contention_ratio,cross_replica_relative_spread
deepseek-v2-lite,P2D1,L3,deepseek-v2-lite__dev_00__p1_p1,1,1,1990656,1990656,80.93299999999999,80.93299999999999,80.93299999999999,161.86599999999999,75.367,90.884,9.951000000000008,15.516999999999996,1.1229535541744406,1.2058858651664521,0.1024657805554333
deepseek-v2-lite,P2D1,L3,deepseek-v2-lite__dev_01__p4_p4,4,4,7962624,7962624,254.42950000000002,254.42950000000002,254.42950000000002,508.85900000000004,230.2425,363.2305,108.80099999999999,132.988,1.4276272995073291,1.577599704659218,0.0042218370979309385
deepseek-v2-lite,P2D1,L3,deepseek-v2-lite__dev_02__p8_p8,8,8,15925248,15925248,458.76800000000003,458.76800000000003,458.76800000000003,917.5360000000001,421.32050000000004,732.6625,273.8945,311.342,1.5970218062288564,1.7389671283500328,0.024454643167897947
deepseek-v2-lite,P2D1,L3,deepseek-v2-lite__dev_03__p16_p16,16,16,31850496,31850496,850.299,850.299,850.299,1700.598,812.5474999999999,1423.971,573.672,611.4235000000001,1.6746709098799364,1.7524772397921355,0.001639780585419251
deepseek-v2-lite,P2D1,L3,deepseek-v2-lite__dev_04__p32_p32,32,32,63700992,63700992,1545.589,1545.589,1545.589,3091.178,1577.868,2822.623,1277.034,1244.755,1.8262442343986662,1.7888841145140153,0.0009048321366332264
deepseek-v2-lite,P2D1,L3,deepseek-v2-lite__dev_05__p64_p64,64,64,127401984,127401984,3109.26,3109.26,3109.26,6218.52,3093.216,5592.618,2483.358,2499.4020000000005,1.7986974392620751,1.8080269855063469,0.002015156407965006
deepseek-v2-lite,P2D1,L3,deepseek-v2-lite__dev_06__p1_p8,1,8,1990656,15925248,80.93299999999999,458.76800000000003,458.76800000000003,539.701,407.361,411.389,47.37900000000002,4.02800000000002,0.8967255780699612,1.0098880354280357,0.009657526088446734
deepseek-v2-lite,P2D1,L3,deepseek-v2-lite__dev_07__p2_p16,2,16,3981312,31850496,138.06,850.299,850.299,988.3589999999999,786.1175,790.1614999999999,60.137500000000045,4.043999999999983,0.9292748786015271,1.0051442691455157,0.0036986109801602587
deepseek-v2-lite,P2D1,L3,deepseek-v2-lite__dev_08__p4_p32,4,32,7962624,63700992,254.42950000000002,1545.589,1545.589,1800.0185,1531.71,1542.89,2.6989999999998417,11.180000000000064,0.9982537401599003,1.007299031801059,0.007719280052369308
deepseek-v2-lite,P2D1,L3,deepseek-v2-lite__dev_09__p8_p64,8,64,15925248,127401984,458.76800000000003,3109.26,3109.26,3568.0280000000002,3076.075,3075.114,34.146000000000186,0.9609999999997854,0.9890179656895852,0.9996875888916883,0.004536091995288653
