workload_id,model,tp,phase,mode,case_label,batch_size,input_len,output_len,output_lens_json,prefill_chunk_size,repeat_count,calls,logical_payload_bytes,calls_by_payload_json,calls_by_op_payload_json,backend_signature,target_post_us,post_repeat_iqr_fraction
qwen3-8b-chunk-c4096-b4-l4095-m8,qwen3-8b,4,prefill,chunked_prefill,c4096,4,4095,8,"[8,8,8,8]",4096,3,73,9795502080,"{""134184960"":73}","{""all_reduce:134184960"":73}",nccl:all_reduce,25922.70703125,0.0004077344262458122
qwen3-8b-chunk-c4096-b4-l4096-m8,qwen3-8b,4,prefill,chunked_prefill,c4096,4,4096,8,"[8,8,8,8]",4096,3,73,9797894144,"{""134217728"":73}","{""all_reduce:134217728"":73}",nccl:all_reduce,25776.99267578125,0.0010759068339334292
qwen3-8b-chunk-c4096-b4-l4097-m8,qwen3-8b,4,prefill,chunked_prefill,c4096,4,4097,8,"[8,8,8,8]",4096,3,146,9800286208,"{""32768"":73,""134217728"":73}","{""all_reduce:32768"":73,""all_reduce:134217728"":73}",nccl:all_reduce+sglang_custom:all_reduce_one_shot_push,26396.96240234375,0.0003919462871732308
qwen3-8b-mixed-balanced,qwen3-8b,4,decode,mixed_same_coarse,balanced,8,512,64,"[16,16,16,16,32,32,64,64]",0,3,4599,148307968,"{""16384"":2336,""32768"":1168,""65536"":1095}","{""all_reduce:16384"":2336,""all_reduce:32768"":1168,""all_reduce:65536"":1095}",sglang_custom:all_reduce_one_shot_push,32147.4912109375,0.08442595864987643
qwen3-8b-mixed-bimodal,qwen3-8b,4,decode,mixed_same_coarse,bimodal,8,512,64,"[8,8,16,16,16,64,64,64]",0,3,4599,148307968,"{""24576"":3504,""49152"":584,""65536"":511}","{""all_reduce:24576"":3504,""all_reduce:49152"":584,""all_reduce:65536"":511}",sglang_custom:all_reduce_one_shot_push,33393.40869140625,0.02326250117689504
qwen3-8b-mixed-long_tail,qwen3-8b,4,decode,mixed_same_coarse,long_tail,8,512,128,"[8,8,8,8,16,32,64,128]",0,3,9271,157876224,"{""8192"":4672,""16384"":2336,""24576"":1168,""32768"":584,""65536"":511}","{""all_reduce:8192"":4672,""all_reduce:16384"":2336,""all_reduce:24576"":1168,""all_reduce:32768"":584,""all_reduce:65536"":511}",sglang_custom:all_reduce_one_shot_push,66028.7802734375,0.033307412216716396
qwen3-8b-mixed-staircase,qwen3-8b,4,decode,mixed_same_coarse,staircase,8,512,64,"[16,16,16,24,32,40,48,64]",0,3,4599,148307968,"{""8192"":1168,""16384"":584,""24576"":584,""32768"":584,""40960"":584,""65536"":1095}","{""all_reduce:8192"":1168,""all_reduce:16384"":584,""all_reduce:24576"":584,""all_reduce:32768"":584,""all_reduce:40960"":584,""all_reduce:65536"":1095}",sglang_custom:all_reduce_one_shot_push,32638.03173828125,0.014684672545115593
qwen3-8b-mixed-uniform_b16,qwen3-8b,4,decode,mixed_same_coarse,uniform_b16,16,512,64,"[64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64]",0,3,4599,602800128,"{""131072"":4599}","{""all_reduce:131072"":4599}",sglang_custom:all_reduce_one_shot_push,40823.62744140625,0.028541378380169583
qwen3-8b-mixed-uniform_b4,qwen3-8b,4,decode,mixed_same_coarse,uniform_b4,4,512,64,"[64,64,64,64]",0,3,4599,150700032,"{""32768"":4599}","{""all_reduce:32768"":4599}",sglang_custom:all_reduce_one_shot_push,32978.98974609375,0.014788808706940266
qwen3-8b-chunk-c1024-b1-l1023-m8,qwen3-8b,8,prefill,chunked_prefill,c1024,1,1023,8,[8],1024,3,73,611770368,"{""8380416"":73}","{""all_reduce:8380416"":73}",sglang_custom:all_reduce_two_shot,2626.919921875,0.007478811999854273
qwen3-8b-chunk-c1024-b1-l1024-m8,qwen3-8b,8,prefill,chunked_prefill,c1024,1,1024,8,[8],1024,3,73,612368384,"{""8388608"":73}","{""all_reduce:8388608"":73}",sglang_custom:all_reduce_two_shot,2624.40576171875,0.006410863471139207
qwen3-8b-chunk-c1024-b1-l1025-m8,qwen3-8b,8,prefill,chunked_prefill,c1024,1,1025,8,[8],1024,3,146,612966400,"{""8192"":73,""8388608"":73}","{""all_reduce:8192"":73,""all_reduce:8388608"":73}",sglang_custom:all_reduce_one_shot_push+sglang_custom:all_reduce_two_shot,3184.5107421875,0.006921932608981646
qwen3-8b-chunk-c1024-b4-l1023-m8,qwen3-8b,8,prefill,chunked_prefill,c1024,4,1023,8,"[8,8,8,8]",1024,3,73,2447081472,"{""33521664"":73}","{""all_reduce:33521664"":73}",nccl:all_reduce,10688.50830078125,0.004617460021247082
qwen3-8b-chunk-c1024-b4-l1024-m8,qwen3-8b,8,prefill,chunked_prefill,c1024,4,1024,8,"[8,8,8,8]",1024,3,73,2449473536,"{""33554432"":73}","{""all_reduce:33554432"":73}",nccl:all_reduce,10559.283203125,0.0008175566782265235
qwen3-8b-chunk-c1024-b4-l1025-m8,qwen3-8b,8,prefill,chunked_prefill,c1024,4,1025,8,"[8,8,8,8]",1024,3,146,2451865600,"{""32768"":73,""33554432"":73}","{""all_reduce:32768"":73,""all_reduce:33554432"":73}",nccl:all_reduce+sglang_custom:all_reduce_one_shot_push,11195.802734375,0.0035017002919097576
qwen3-8b-chunk-c4096-b1-l4095-m8,qwen3-8b,8,prefill,chunked_prefill,c4096,1,4095,8,[8],4096,3,73,2448875520,"{""33546240"":73}","{""all_reduce:33546240"":73}",nccl:all_reduce,10653.4697265625,0.00278046334119615
qwen3-8b-chunk-c4096-b1-l4096-m8,qwen3-8b,8,prefill,chunked_prefill,c4096,1,4096,8,[8],4096,3,73,2449473536,"{""33554432"":73}","{""all_reduce:33554432"":73}",nccl:all_reduce,10493.29150390625,0.00588838823316292
qwen3-8b-chunk-c4096-b1-l4097-m8,qwen3-8b,8,prefill,chunked_prefill,c4096,1,4097,8,[8],4096,3,146,2450071552,"{""8192"":73,""33554432"":73}","{""all_reduce:8192"":73,""all_reduce:33554432"":73}",nccl:all_reduce+sglang_custom:all_reduce_one_shot_push,11021.55419921875,0.007938878466258166
qwen3-8b-chunk-c4096-b4-l4095-m8,qwen3-8b,8,prefill,chunked_prefill,c4096,4,4095,8,"[8,8,8,8]",4096,3,73,9795502080,"{""134184960"":73}","{""all_reduce:134184960"":73}",nccl:all_reduce,27729.91357421875,0.000721559734001577
qwen3-8b-chunk-c4096-b4-l4096-m8,qwen3-8b,8,prefill,chunked_prefill,c4096,4,4096,8,"[8,8,8,8]",4096,3,73,9797894144,"{""134217728"":73}","{""all_reduce:134217728"":73}",nccl:all_reduce,27712.51171875,0.0007961469767082586
qwen3-8b-chunk-c4096-b4-l4097-m8,qwen3-8b,8,prefill,chunked_prefill,c4096,4,4097,8,"[8,8,8,8]",4096,3,146,9800286208,"{""32768"":73,""134217728"":73}","{""all_reduce:32768"":73,""all_reduce:134217728"":73}",nccl:all_reduce+sglang_custom:all_reduce_one_shot_push,28354.4482421875,0.0008308519851330921
qwen3-8b-mixed-balanced,qwen3-8b,8,decode,mixed_same_coarse,balanced,8,512,64,"[16,16,16,16,32,32,64,64]",0,3,4599,148307968,"{""16384"":2336,""32768"":1168,""65536"":1095}","{""all_reduce:16384"":2336,""all_reduce:32768"":1168,""all_reduce:65536"":1095}",sglang_custom:all_reduce_one_shot_push,37482.1162109375,0.021368745464471116
qwen3-8b-mixed-bimodal,qwen3-8b,8,decode,mixed_same_coarse,bimodal,8,512,64,"[8,8,16,16,16,64,64,64]",0,3,4599,148307968,"{""24576"":3504,""49152"":584,""65536"":511}","{""all_reduce:24576"":3504,""all_reduce:49152"":584,""all_reduce:65536"":511}",sglang_custom:all_reduce_one_shot_push,38337.58154296875,0.009048451623489195
qwen3-8b-mixed-long_tail,qwen3-8b,8,decode,mixed_same_coarse,long_tail,8,512,128,"[8,8,8,8,16,32,64,128]",0,3,9271,157876224,"{""8192"":4672,""16384"":2336,""24576"":1168,""32768"":584,""65536"":511}","{""all_reduce:8192"":4672,""all_reduce:16384"":2336,""all_reduce:24576"":1168,""all_reduce:32768"":584,""all_reduce:65536"":511}",sglang_custom:all_reduce_one_shot_push,73173.4873046875,0.004741537498953519
qwen3-8b-mixed-staircase,qwen3-8b,8,decode,mixed_same_coarse,staircase,8,512,64,"[16,16,16,24,32,40,48,64]",0,3,4599,148307968,"{""8192"":1168,""16384"":584,""24576"":584,""32768"":584,""40960"":584,""65536"":1095}","{""all_reduce:8192"":1168,""all_reduce:16384"":584,""all_reduce:24576"":584,""all_reduce:32768"":584,""all_reduce:40960"":584,""all_reduce:65536"":1095}",sglang_custom:all_reduce_one_shot_push,38384.81005859375,0.007760988064800363
qwen3-8b-mixed-uniform_b16,qwen3-8b,8,decode,mixed_same_coarse,uniform_b16,16,512,64,"[64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64]",0,3,4599,602800128,"{""131072"":4599}","{""all_reduce:131072"":4599}",sglang_custom:all_reduce_one_shot_push,48037.93359375,0.034107429626537816
qwen3-8b-mixed-uniform_b4,qwen3-8b,8,decode,mixed_same_coarse,uniform_b4,4,512,64,"[64,64,64,64]",0,3,4599,150700032,"{""32768"":4599}","{""all_reduce:32768"":4599}",sglang_custom:all_reduce_one_shot_push,39151.01904296875,0.006689547150820864
