parallelism,method,phase,slice_type,slice_value,cases,calls_mape,calls_wape,bytes_mape,bytes_wape,mean_histogram_l1,mean_histogram_tv,mean_normalized_log_payload_emd,common_reference_cost_mape,common_reference_cost_wape,evidence_set
pp,h0,total,policy,mb1,108,0.036536128817847215,0.02333187219559234,0.040656730940511886,0.03487939230030904,0.012278872177004343,0.006139436088502172,0.0009247596998837498,0.03355425221845879,0.02173206945824329,phase34_blind_phase33_baseline_original_three
pp,h0,total,policy,mb16,108,1.1099501743940035,0.7080068299688832,0.040656730940511886,0.03487939230030907,0.9841456076077036,0.4920728038038518,0.07262863436328383,0.41186976229247596,0.3027836375817855,phase34_blind_phase33_baseline_original_three
pp,h0,total,policy,mb4,108,0.2661991659893196,0.13899077734954154,0.040656730940511907,0.03487939230030909,0.44215235708280115,0.22107617854140058,0.0288637017353683,0.1667667261963883,0.09141970680908297,phase34_blind_phase33_baseline_original_three
pp,h0,total,parallel_size,2,108,0.24996135033341993,0.048819363684133234,0.04065673094051188,0.034879392300309044,0.37017621162528763,0.18508810581264382,0.029086374601462947,0.10849248172724461,0.037372462347255005,phase34_blind_phase33_baseline_original_three
pp,h0,total,parallel_size,4,108,0.48742393362353165,0.09593281441140973,0.04065673094051189,0.03487939230030906,0.5274422720489802,0.2637211360244901,0.03729131886828888,0.20620579429904157,0.07250107370553036,phase34_blind_phase33_baseline_original_three
pp,h0,total,parallel_size,8,108,0.6753001852442188,0.15263569037942246,0.040656730940511907,0.03487939230030909,0.5409583531932411,0.2704791765966206,0.036039402328784054,0.2974924646810369,0.11760809491772838,phase34_blind_phase33_baseline_original_three
pp,h0,total,source,burstgpt,324,0.4708951564003901,0.10018767555515071,0.04065673094051189,0.034879392300309064,0.4795256122891697,0.23976280614458484,0.034139031932845294,0.20406358023577434,0.07645941577712051,phase34_blind_phase33_baseline_original_three
pp,h0_plus_dnn_residual,prefill,overall,all,324,0.2132540765180422,0.17898880483806504,1.531597300142765e-16,1.646226408462351e-16,0.5643735913362505,0.28218679566812527,0.03395473135305335,0.025591247830539527,0.013169682039774873,phase34_blind_phase33_baseline_original_three
pp,h0_plus_dnn_residual,prefill,model,deepseek-v2-lite,108,0.21345033178713493,0.17910071767990207,1.638691115427599e-16,1.9161763313666038e-16,0.5323060824726861,0.26615304123634304,0.031556972118838504,0.030090143081095585,0.01714993449595178,phase34_blind_phase33_baseline_original_three
pp,h0_plus_dnn_residual,prefill,model,qwen3-30b-a3b,108,0.21345032964639707,0.17910071950316403,1.638691115427599e-16,1.9161763313666038e-16,0.5316791673516253,0.2658395836758127,0.03146376414905633,0.030090143910815437,0.017149934670539706,phase34_blind_phase33_baseline_original_three
pp,h0_plus_dnn_residual,prefill,model,qwen3-8b,108,0.21286156812059465,0.17876497733112895,1.3174096695730967e-16,1.3762764855580982e-16,0.62913552418444,0.31456776209222,0.038843457791265225,0.01659345649970756,0.008989280632496129,phase34_blind_phase33_baseline_original_three
pp,h0_plus_dnn_residual,prefill,policy,mb1,108,0.013920906150077727,0.014542289240814063,1.634179803249032e-16,1.6571492377128123e-16,0.2958919747895652,0.1479459873947826,0.0162932583260931,0.0014564392378920035,0.0014094393755153902,phase34_blind_phase33_baseline_original_three
pp,h0_plus_dnn_residual,prefill,policy,mb16,108,0.3799798951583597,0.39849881369766876,1.22855400380491e-16,1.348189210342627e-16,0.6571551946753625,0.32857759733768127,0.04357139536695946,0.038484470172247515,0.018530681459316974,phase34_blind_phase33_baseline_original_three
