model_id,configuration,topology_level,pair_id,page_count0,page_count1,payload_bytes0,payload_bytes1,phase51_flow0_us,phase51_flow1_us,phase51_max_us,frozen_corrected_us,matched_solo_ideal_us,actual_concurrent_wave_us,phase51_absolute_error_us,corrected_absolute_error_us,matched_solo_absolute_error_us,phase51_signed_error_us,corrected_signed_error_us,cross_replica_relative_spread
llama-3.2-3b-instruct,P2D1,L2,llama-3.2-3b-instruct__ext_08__p32_p512,32,512,3670016,58720256,141.2875,1425.307,1425.307,1402.058393309969,1407.825,1410.24,15.067000000000007,8.181606690031003,2.4149999999999636,15.067000000000007,-8.181606690031003,0.002174452575448245
llama-3.2-3b-instruct,P2D1,L2,llama-3.2-3b-instruct__ext_09__p128_p2048,128,2048,14680064,234881024,434.7905,5672.741,5672.741,5799.093332194322,5623.049,5625.774,46.96699999999964,173.31933219432176,2.725000000000364,46.96699999999964,173.31933219432176,0.0025614253256531034
llama-3.2-3b-instruct,P2D1,L3,llama-3.2-3b-instruct__ext_00__p2_p2,2,2,229376,229376,78.85849999999999,78.85849999999999,78.85849999999999,34.209518193280076,63.8365,65.21000000000001,13.648499999999984,31.000481806719932,1.373500000000007,13.648499999999984,-31.000481806719932,0.007368501763533297
llama-3.2-3b-instruct,P2D1,L3,llama-3.2-3b-instruct__ext_01__p8_p8,8,8,917504,917504,88.943,88.943,88.943,52.62966380736157,70.03450000000001,75.006,13.936999999999998,22.376336192638433,4.971499999999992,13.936999999999998,-22.376336192638433,0.02549796016318687
llama-3.2-3b-instruct,P2D1,L3,llama-3.2-3b-instruct__ext_02__p32_p32,32,32,3670016,3670016,143.484,143.484,143.484,152.2531614460762,128.0865,181.251,37.766999999999996,28.9978385539238,53.164500000000004,-37.766999999999996,-28.9978385539238,0.24378072396841957
llama-3.2-3b-instruct,P2D1,L3,llama-3.2-3b-instruct__ext_03__p128_p128,128,128,14680064,14680064,437.5815,437.5815,437.5815,689.4457614497775,418.916,674.1980000000001,236.6165000000001,15.247761449777386,255.2820000000001,-236.6165000000001,15.247761449777386,0.012190039127971399
llama-3.2-3b-instruct,P2D1,L3,llama-3.2-3b-instruct__ext_04__p512_p512,512,512,58720256,58720256,1429.575,1429.575,1429.575,2501.4012097340083,1547.102,2604.097,1174.5220000000002,102.69579026599195,1056.9950000000001,-1174.5220000000002,-102.69579026599195,0.004369268886681316
llama-3.2-3b-instruct,P2D1,L3,llama-3.2-3b-instruct__ext_05__p2048_p2048,2048,2048,234881024,234881024,5668.994,5668.994,5668.994,10245.039000313973,6057.545,10289.441,4620.447000000001,44.40199968602792,4231.896000000001,-4620.447000000001,-44.40199968602792,0.00046503984035671655
llama-3.2-3b-instruct,P2D1,L3,llama-3.2-3b-instruct__ext_06__p2_p32,2,32,229376,3670016,78.85849999999999,143.484,143.484,97.31492342600808,117.96449999999999,118.62950000000001,24.8545,21.31457657399193,0.6650000000000205,24.8545,-21.31457657399193,0.01035577154080559
llama-3.2-3b-instruct,P2D1,L3,llama-3.2-3b-instruct__ext_07__p8_p128,8,128,917504,14680064,88.943,437.5815,437.5815,393.06763058874714,379.82,381.5525,56.028999999999996,11.515130588747127,1.732500000000016,56.028999999999996,11.515130588747127,0.005853716067906904
llama-3.2-3b-instruct,P2D1,L3,llama-3.2-3b-instruct__ext_08__p32_p512,32,512,3670016,58720256,143.484,1429.575,1429.575,1408.093251211948,1406.4175,1407.8890000000001,21.685999999999922,0.2042512119478488,1.4715000000001055,21.685999999999922,0.2042512119478488,0.002177373358269122
llama-3.2-3b-instruct,P2D1,L3,llama-3.2-3b-instruct__ext_09__p128_p2048,128,2048,14680064,234881024,437.5815,5668.994,5668.994,5797.807101045734,5596.643,5590.884,78.10999999999967,206.92310104573426,5.7590000000000146,78.10999999999967,206.92310104573426,0.008550168452788482
qwen2.5-14b-instruct,P1D2,L1,qwen2.5-14b-instruct__ext_00__p2_p2,2,2,393216,393216,122.935,122.935,122.935,114.71876983283208,88.174,96.963,25.97200000000001,17.755769832832087,8.788999999999987,25.97200000000001,17.755769832832087,0.02424120540824833
qwen2.5-14b-instruct,P1D2,L1,qwen2.5-14b-instruct__ext_01__p8_p8,8,8,1572864,1572864,141.5745,141.5745,141.5745,148.76530701104332,105.92349999999999,113.4915,28.083,35.27380701104332,7.568000000000012,28.083,35.27380701104332,0.023926902014688375
qwen2.5-14b-instruct,P1D2,L1,qwen2.5-14b-instruct__ext_02__p32_p32,32,32,6291456,6291456,226.5285,226.5285,226.5285,303.94058099574045,199.11950000000002,302.4895,75.96100000000001,1.4510809957404263,103.37,-75.96100000000001,1.4510809957404263,0.04478833149580399
qwen2.5-14b-instruct,P1D2,L1,qwen2.5-14b-instruct__ext_03__p128_p128,128,128,25165824,25165824,729.977,729.977,729.977,1223.5295223602993,664.613,1161.9265,431.94950000000006,61.60302236029929,497.3135,-431.94950000000006,61.60302236029929,0.02136236672457338
qwen2.5-14b-instruct,P1D2,L1,qwen2.5-14b-instruct__ext_04__p512_p512,512,512,100663296,100663296,2411.071,2411.071,2411.071,4294.182134880372,2426.646,4416.082,2005.0110000000004,121.89986511962798,1989.4360000000001,-2005.0110000000004,-121.89986511962798,0.0031695516523471026
qwen2.5-14b-instruct,P1D2,L1,qwen2.5-14b-instruct__ext_05__p2048_p2048,2048,2048,402653184,402653184,9866.908,9866.908,9866.908,17912.86458962343,9685.289,17745.739,7878.831000000002,167.12558962342882,8060.450000000001,-7878.831000000002,167.12558962342882,0.0008204786512413661
qwen2.5-14b-instruct,P1D2,L1,qwen2.5-14b-instruct__ext_06__p2_p32,2,32,393216,6291456,122.935,226.5285,226.5285,215.87558559405028,185.433,196.42200000000003,30.106499999999983,19.453585594050253,10.989000000000033,30.106499999999983,19.453585594050253,0.0020517050024947306
